,,,,"Single-Family Unit (3-BR, 2,000 sf, on 10,000 sq. ft. lot at density of 4 UPA and value of $200,000)",,,,,,,,,,,,,,,,,"Multi-Family Unit (2 bedroom, 1,000 sq. ft. unit, density of 12 UPA; $100,000 value; 7-2"" meters (2 for irrigation) for 240 unit complex)",,,,,,,,,,,,,,,,,"Retail per 1,000 sq. ft. (100,001 sq. ft. shopping center; 0.15 FAR; 3"" meter)",,,,,,,,,,,,,,,,,"Office per 1,000 sq. ft. (100,001 sq. ft. general office building; 0.25 FAR; 3"" meter)",,,,,,,,,,,,,,,,,"Industrial per 1,000 sq. ft. (100,001 sq. ft. building; 0.15 FAR; 3"" meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,County,Jurisdiction,Updated,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,,,,,,,,,,,,,,,
CA,Los Angeles,Lancaster,10/13/10,,"$14,081","$14,081","$2,841",,,"$4,659","$3,534",,"$1,751",,$119,$800,$377,CA,Los Angeles,Lancaster,,"$12,362","$12,362","$2,648",,,"$4,659","$3,284",,$876,,$119,$400,$377,CA,Los Angeles,Lancaster,,"$3,443","$3,443","$1,760",,,$760,,,$876,,$47,,,CA,Los Angeles,Lancaster,,"$3,443","$3,443","$1,760",,,$760,,,$876,,$47,,,CA,Los Angeles,Lancaster,,"$2,353","$2,353",$670,,,$760,,,$876,,$47,,,,,,,,,,,,,,,,,
CA,Los Angeles,Long Beach,10/13/10,,"$17,117","$17,117","$1,125",,,,"$4,613",,$496,$703,,"$10,180",,CA,Los Angeles,Long Beach,,"$10,693","$10,693","$1,125",,,,"$3,563",,$378,$537,,"$5,090",,CA,Los Angeles,Long Beach,,"$4,129","$4,129","$3,000",,,,,,$267,$442,,$420,,CA,Los Angeles,Long Beach,,"$3,283","$3,283","$2,000",,,,,,$325,$538,,$420,,CA,Los Angeles,Long Beach,,"$1,870","$1,870","$1,100",,,,,,$132,$218,,$420,,,,,,,,,,,,,,,,
CA,Monterey,Salinas,10/13/10,,"$10,854","$6,677","$3,020",,"$4,177","$1,347","$2,310",,,,,,,CA,Monterey,Salinas,,"$8,226","$4,467","$2,029",,"$3,759",$898,"$1,540",,,,,,,CA,Monterey,Salinas,,"$17,402","$13,840","$12,968",,"$3,561",$872,,,,,,,,CA,Monterey,Salinas,,"$7,410","$3,848","$3,325",,"$3,561",$523,,,,,,,,CA,Monterey,Salinas,,"$6,539","$2,977","$2,105",,"$3,561",$872,,,,,,,,,,,,,,,,,,,,,,
CA,Napa,St. Helena,12/19/09,,"$51,160","$29,700","$7,560","$11,880","$9,580","$5,360",,,,"$2,300","$5,000","$4,480","$5,000",CA,Napa,St. Helena,,"$20,050","$13,660","$2,590","$2,580","$3,810","$2,680",,,,"$1,150","$2,500","$2,240","$2,500",CA,Napa,St. Helena,,"$64,050","$44,410","$33,880","$9,820","$9,820","$2,680",,,,"$1,150","$1,550",$360,"$4,790",CA,Napa,St. Helena,,"$27,880","$18,750","$8,690","$5,080","$4,050","$2,680",,,,"$1,150","$2,090",$360,"$3,780",CA,Napa,St. Helena,,"$24,410","$12,300","$5,500","$6,740","$5,370","$2,680",,,,"$1,150","$1,450",$360,"$1,160",,,,,,,,,,,,,,,
CA,Orange,Brea,10/13/10,,"$18,071","$4,490","$3,406","$13,581",,,,,"$1,029",$55,,,,CA,Orange,Brea,,"$6,696","$3,527","$2,756","$3,169",,,,,$731,$40,,,,CA,Orange,Brea,,"$9,859","$7,686","$7,440","$2,173",,,,,$191,$55,,,,CA,Orange,Brea,,"$9,957","$7,784","$7,440","$2,173",,,,,$267,$77,,,,CA,Orange,Brea,,"$9,791","$7,618","$7,440","$2,173",,,,,$138,$40,,,,,,,,,,,,,,,,,,
CA,Placer,Rocklin,10/13/10,,"$16,911","$16,911","$7,373",,,$293,"$2,696",,,,"$6,549",,,CA,Placer,Rocklin,,"$10,941","$10,941","$4,598",,,$116,"$2,368",,,,"$3,859",,,CA,Placer,Rocklin,,"$12,450","$12,450","$10,943",,,$106,,,,,"$1,400",,,CA,Placer,Rocklin,,"$14,992","$14,992","$12,978",,,$64,,,,,"$1,950",,,CA,Placer,Rocklin,,"$7,745","$7,745","$6,669",,,$106,,,,,$970,,,,,,,,,,,,,,,,,
CA,Sacramento,Citrus Heights,10/18/10,,"$14,243","$6,793","$1,434",,"$7,450",,"$1,079",,,,,"$4,280",,CA,Sacramento,Citrus Heights,,"$5,360","$4,118","$1,313",,"$1,242",,$665,,,,,"$2,140",,CA,Sacramento,Citrus Heights,,"$6,932","$5,740","$4,450",,"$1,192",,$180,,,,,$340,$770,CA,Sacramento,Citrus Heights,,"$6,512","$5,320","$3,640",,"$1,192",,$370,,,,,$340,$970,CA,Sacramento,Citrus Heights,,"$5,872","$4,680","$3,640",,"$1,192",,$90,,,,,$340,$610,,,,,,,,,,,,,,,
CA,Sacramento,Elk Grove,10/18/10,,"$51,906","$34,812","$8,188","$5,894","$11,200","$14,537","$4,310",$700,"$1,731",$424,$623,,"$4,299",CA,Sacramento,Elk Grove,,"$20,657","$14,629","$5,875","$3,536","$2,492","$1,211","$3,063",$462,"$1,184",$280,$410,,"$2,143",CA,Sacramento,Elk Grove,,"$19,307","$15,442","$9,216",$377,"$3,488","$2,986",$840,,"$1,400",$80,$120,,$800,CA,Sacramento,Elk Grove,,"$16,588","$13,642","$7,580",$377,"$2,569",2121.52173913043,"$1,210",,"$1,400",$130,$200,,"$1,000",CA,Sacramento,Elk Grove,,"$13,322","$9,457","$4,893",$377,"$3,488","$2,986",$410,,$448,$30,$50,,$640,,,,,,,,,,,,,,,
,,,,"Single-Family Unit (3-BR, 2,000 sf, on 10,000 sq. ft. lot at density of 4 UPA and value of $200,000)",,,,,,,,,,,,,,,,,"Multi-Family Unit (2 bedroom, 1,000 sq. ft. unit, density of 12 UPA; $100,000 value; 7-2"" meters (2 for irrigation) for 240 unit complex)",,,,,,,,,,,,,,,,,"Retail per 1,000 sq. ft. (100,000 sq. ft. shopping center; 0.15 FAR; 3"" meter)",,,,,,,,,,,,,,,,,"Office per 1,000 sq. ft. (100,000 sq. ft. general office building; 0.25 FAR; 3"" meter)",,,,,,,,,,,,,,,,,"Industrial per 1,000 sq. ft. (100,000 sq. ft. building; 0.15 FAR; 3"" meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,County,Jurisdiction,Updated,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,,,,,,,,,,,,,,,
CA,Sacramento,Sacramento,10/18/10,,"$33,890","$25,058","$4,651","$1,382","$7,450",,"$5,191",,,,,"$5,683","$9,533",CA,Sacramento,Sacramento,,"$18,807","$12,928","$3,851",$291,"$5,588",,"$3,058",,,,,"$2,841","$3,178",CA,Sacramento,Sacramento,,"$16,766","$15,294","$7,014",$280,"$1,192",,$360,,,,,$394,"$7,526",CA,Sacramento,Sacramento,,"$14,531","$13,058","$6,552",$280,"$1,192",,$500,,,,,$394,"$5,612",CA,Sacramento,Sacramento,,"$11,344","$9,872","$2,162",$280,"$1,192",,$160,,,,,$394,"$7,156",,,,,,,,,,,,,,,
CA,San Bernardino,Highland,10/18/10,,"$21,498","$21,498","$12,854",,,$839,"$3,724",$917,$799,$225,"$2,140",,,CA,San Bernardino,Highland,,"$16,117","$16,117","$8,580",,,$359,"$3,583",$883,$259,$356,"$2,097",,,CA,San Bernardino,Highland,,"$12,819","$12,819","$12,074",,,$186,,,$195,$129,$235,,,CA,San Bernardino,Highland,,"$12,819","$12,819","$12,074",,,$186,,,$195,$129,$235,,,CA,San Bernardino,Highland,,"$8,919","$8,919","$8,398",,,$222,,,$57,$7,$235,,,,,,,,,,,,,,,,,
CA,San Bernardino,Redlands,10/18/10,,"$13,880","$13,880","$2,488",,,$700,"$4,482",$764,$996,"$1,806","$2,644",,,CA,San Bernardino,Redlands,,"$9,608","$9,608","$1,747",,,$343,"$3,151",$538,$700,"$1,270","$1,859",,,CA,San Bernardino,Redlands,,"$12,714","$12,714","$11,164",,,$170,,$110,$500,$310,$460,,,CA,San Bernardino,Redlands,,"$5,033","$5,033","$2,863",,,$170,,$150,$720,$460,$670,,,CA,San Bernardino,Redlands,,"$2,622","$2,622","$1,812",,,$150,,$50,$240,$150,$220,,,,,,,,,,,,,,,,,
CA,San Bernardino,Rialto,10/18/10,,"$18,184","$9,714","$2,829","$5,100","$3,370","$3,051","$2,709",$66,$390,$422,$247,,,CA,San Bernardino,Rialto,,"$10,706","$6,543","$1,958",$793,"$3,370",$769,"$2,116",$52,$413,$988,$247,,,CA,San Bernardino,Rialto,,"$9,326","$7,980","$6,500",$510,$836,$900,$140,,$240,$100,$100,,,CA,San Bernardino,Rialto,,"$7,451","$5,390","$3,910",$510,"$1,551",$900,$140,,$240,$100,$100,,,CA,San Bernardino,Rialto,,"$3,889","$3,240","$2,220",$510,$139,$790,$120,,$10,$20,$80,,,,,,,,,,,,,,,,,
CA,San Diego,Carlsbad,10/18/10,,"$38,173","$27,033","$3,233","$8,041","$3,099",$685,"$6,208",,,,"$7,000","$6,300","$3,607",CA,San Diego,Carlsbad,,"$19,044","$17,183","$1,940","$1,344",$517,$416,"$5,025",,,,"$3,500","$3,150","$3,152",CA,San Diego,Carlsbad,,"$11,578","$10,268","$5,587",$813,$496,$763,,,,,"$3,500",,$418,CA,San Diego,Carlsbad,,"$6,951","$5,641","$1,433",$813,$496,$458,,,,,"$3,500",,$251,CA,San Diego,Carlsbad,,"$6,897","$5,588",$907,$813,$496,$763,,,,,"$3,500",,$418,,,,,,,,,,,,,,,
CA,San Diego,Escondido,10/18/10,,"$29,298","$12,782","$2,931","$9,016","$7,500","$1,071","$4,129",,,,"$4,533",,$118,CA,San Diego,Escondido,,"$21,830","$12,039","$2,591","$4,166","$5,625",$428,"$4,129",,,,"$4,533",,$358,CA,San Diego,Escondido,,"$6,763","$4,600","$1,470",$883,"$1,280",$700,,,,,"$2,130",,$300,CA,San Diego,Escondido,,"$6,003","$3,840",$710,$883,"$1,280",$700,,,,,"$2,130",,$300,CA,San Diego,Escondido,,"$4,463","$2,950",$340,$883,$630,$700,,,,,"$1,610",,$300,,,,,,,,,,,,,,,
CA,San Diego,San Diego,10/18/10,,"$29,095","$17,598","$2,378","$7,373","$4,124",,,,,,,"$5,260","$9,960",CA,San Diego,San Diego,,"$17,339","$9,512","$1,902","$3,703","$4,124",,,,,,,"$2,630","$4,980",CA,San Diego,San Diego,,"$2,623",,,$903,$660,,,,,,,$420,$640,CA,San Diego,San Diego,,"$3,043",,,$903,$660,,,,,,,$420,"$1,060",CA,San Diego,San Diego,,"$2,623",,,$903,$660,,,,,,,$420,$640,,,,,,,,,,,,,,,
CA,San Joaquin,Lodi,10/18/10,,"$26,677","$19,392","$3,834","$1,348","$5,938","$4,928","$7,443",,$518,$530,"$2,140",,,CA,San Joaquin,Lodi,,"$23,568","$16,062","$3,898","$1,568","$5,938","$1,643","$6,946",,$745,$834,"$1,997",,,CA,San Joaquin,Lodi,,"$15,184","$13,706","$4,882",$528,$950,"$4,013","$1,458",,$852,"$1,336","$1,166",,,CA,San Joaquin,Lodi,,"$12,149","$10,882","$4,605",$317,$950,"$2,408","$1,476",,$468,$724,"$1,202",,,CA,San Joaquin,Lodi,,"$12,057","$10,893","$4,694",$214,$950,"$4,013","$1,048",,$203,$97,$838,,,,,,,,,,,,,,,,,
CA,San Joaquin,Ripon,10/18/10,,"$67,140","$55,020","$12,773","$9,197","$2,923","$2,125","$14,302",$637,"$2,545","$2,152","$4,193","$7,700","$8,593",CA,San Joaquin,Ripon,,"$39,068","$31,110","$6,155","$6,131","$1,827",$848,"$8,940",$398,"$1,696","$1,344","$3,017","$3,850","$4,862",CA,San Joaquin,Ripon,,"$29,170","$22,837","$14,545","$2,867","$3,467","$2,200","$1,467",,"$1,442",$867,"$1,457",$470,$390,CA,San Joaquin,Ripon,,"$19,302","$15,502","$9,392","$1,720","$2,080","$1,320",$880,,"$1,696",$520,$990,$470,$234,CA,San Joaquin,Ripon,,"$21,499","$13,699","$7,449","$2,867","$4,933","$2,667",$667,,$933,$400,$723,$470,$390,,,,,,,,,,,,,,,
CA,San Luis Obispo,Paso Robles,10/18/10,,"$42,473","$24,924","$7,094","$12,000","$5,549","$1,936","$4,605","$1,106",$848,$71,"$4,004","$5,260",,CA,San Luis Obispo,Paso Robles,,"$25,497","$18,596","$5,675","$1,866","$5,035",$954,"$4,034",$971,$742,$83,"$3,507","$2,630",,CA,San Luis Obispo,Paso Robles,,"$11,038","$8,950","$7,300","$1,200",$888,$660,,,$530,$50,$410,,,CA,San Luis Obispo,Paso Robles,,"$11,038","$8,950","$7,300","$1,200",$888,$660,,,$530,$50,$410,,,CA,San Luis Obispo,Paso Robles,,"$6,273","$4,185","$3,565","$1,200",$888,$430,,,$50,$20,$120,,,,,,,,,,,,,,,,,
CA,San Luis Obispo,San Luis Obispo,10/18/10,,"$33,609","$13,307","$3,307","$16,349","$3,953",,,,,,,,"$10,000",CA,San Luis Obispo,San Luis Obispo,,"$24,176","$7,935","$2,935","$13,079","$3,162",,,,,,,,"$5,000",CA,San Luis Obispo,San Luis Obispo,,"$9,828","$6,966","$6,966","$2,289",$573,,,,,,,,,CA,San Luis Obispo,San Luis Obispo,,"$9,512","$6,650","$6,650","$2,289",$573,,,,,,,,,CA,San Luis Obispo,San Luis Obispo,,"$4,777","$1,915","$1,915","$2,289",$573,,,,,,,,,,,,,,,,,,,,,,,
CA,Santa Barbara,Carpinteria,10/18/10,,"$41,765","$41,765","$15,362",,,"$2,778","$17,056",,,,"$1,969","$4,100",$500,CA,Santa Barbara,Carpinteria,,"$28,015","$28,015","$10,091",,,$988,"$12,897",,,,"$1,489","$2,050",$500,CA,Santa Barbara,Carpinteria,,"$29,195","$29,195","$24,290",,,"$2,040","$2,180",,,,$310,$330,$45,CA,Santa Barbara,Carpinteria,,"$28,287","$28,287","$24,290",,,"$1,132","$2,180",,,,$310,$330,$45,CA,Santa Barbara,Carpinteria,,"$15,775","$15,775","$11,560",,,"$2,040","$1,580",,,,$220,$330,$45,,,,,,,,,,,,,,,
CA,Santa Barbara,Santa Maria,10/19/10,,"$27,276","$18,112","$8,730","$5,373","$3,791",,"$6,672",$824,$822,$736,$328,,,CA,Santa Barbara,Santa Maria,,"$17,398","$11,249","$4,511","$2,731","$3,418",,"$5,379",$412,$411,$368,$168,,,CA,Santa Barbara,Santa Maria,,"$12,044","$9,080","$8,306","$1,612","$1,352",,$24,$155,$59,$368,$168,,,CA,Santa Barbara,Santa Maria,,"$8,258","$5,294","$4,520","$1,612","$1,352",,$24,$155,$59,$368,$168,,,CA,Santa Barbara,Santa Maria,,"$7,358","$4,394","$3,620","$1,612","$1,352",,$24,$155,$59,$368,$168,,,,,,,,,,,,,,,,,
CA,Santa Clara,Gilroy,10/19/10,,"$51,320","$33,553","$11,809","$5,236","$12,531",$158,,,,,"$21,586",,,CA,Santa Clara,Gilroy,,"$36,847","$27,948","$9,572","$2,118","$6,781",$90,,,,,"$18,286",,,CA,Santa Clara,Gilroy,,"$27,915","$23,111","$19,687",$838,"$3,966",$285,,,,,"$3,139",,,CA,Santa Clara,Gilroy,,"$27,801","$22,997","$19,687",$838,"$3,966",$171,,,,,"$3,139",,,CA,Santa Clara,Gilroy,,"$11,586","$6,782","$5,178",$838,"$3,966",$210,,,,,"$1,394",,,,,,,,,,,,,,,,,
CA,Santa Clara,Palo Alto,10/19/10,,"$69,556","$57,056","$2,890","$5,000","$7,500",,"$53,264",$902,,,,,,CA,Santa Clara,Palo Alto,,"$40,981","$38,944","$1,774",$788,"$1,250",,"$36,631",$539,,,,,,CA,Santa Clara,Palo Alto,,"$32,558","$31,358","$10,672",,"$1,200",,"$4,473",$203,,,,,"$16,010",CA,Santa Clara,Palo Alto,,"$26,149","$24,949","$4,263",,"$1,200",,"$4,473",$203,,,,,"$16,010",CA,Santa Clara,Palo Alto,,"$24,661","$23,461","$2,775",,"$1,200",,"$4,473",$203,,,,,"$16,010",,,,,,,,,,,,,,,
CA,Santa Cruz,Santa Cruz Co,10/19/10,,"$7,604","$7,604","$3,324",,,"$4,280",,,,,,,,CA,Santa Cruz,Santa Cruz Co,,"$4,466","$4,466","$2,326",,,"$2,140",,,,,,,,CA,Santa Cruz,Santa Cruz Co,,"$16,385","$16,385","$14,245",,,"$2,140",,,,,,,,CA,Santa Cruz,Santa Cruz Co,,"$5,793","$5,793","$3,653",,,"$2,140",,,,,,,,CA,Santa Cruz,Santa Cruz Co,,"$4,452","$4,452","$2,312",,,"$2,140",,,,,,,,,,,,,,,,,,,,,,
CA,Santa Cruz,Scotts Valley,10/19/10,,"$21,465","$15,328","$4,732",,"$6,137",$300,"$8,404",$703,,$830,$359,,,CA,Santa Cruz,Scotts Valley,,"$15,833","$11,393","$2,808",,"$4,440",$150,"$6,543",$703,,$830,$359,,,CA,Santa Cruz,Scotts Valley,,"$13,604","$13,604","$9,410",,$982,$150,,,,"$2,917",$145,,,CA,Santa Cruz,Scotts Valley,,"$12,376","$12,376","$9,410",,$982,$150,,,,"$1,750",$84,,,CA,Santa Cruz,Scotts Valley,,"$9,799","$9,799","$5,610",,$982,$150,,,,"$2,917",$140,,,,,,,,,,,,,,,,,
CA,Shasta,Redding,10/19/10,,"$24,703","$10,894","$5,142","$6,889","$6,920",$891,"$3,996",,$865,,,,,CA,Shasta,Redding,,"$10,319","$7,558","$3,309","$1,607","$1,153",$438,"$3,115",,$696,,,,,CA,Shasta,Redding,,"$15,099","$15,099","$11,731","$1,102","$1,107",$559,,,$600,,,,,CA,Shasta,Redding,,"$10,882","$10,882","$7,272","$1,102","$1,107",$513,,,$888,,,,,CA,Shasta,Redding,,"$7,755","$7,755","$4,692","$1,102","$1,107",$374,,,$480,,,,,,,,,,,,,,,,,,,
CA,Solano,Vacaville,10/19/10,,"$46,140","$29,673","$8,745","$7,643","$8,824","$2,039","$4,208",,$305,$682,$677,"$4,100","$8,917",CA,Solano,Vacaville,,"$31,702","$21,656","$5,421","$2,987","$7,059","$1,738","$2,894",,$105,$595,$418,"$2,050","$8,435",CA,Solano,Vacaville,,"$12,772","$12,772","$4,728","$1,773","$1,760","$1,502",,,$188,"$1,270",$379,$330,$841,CA,Solano,Vacaville,,"$11,309","$11,309","$3,590","$1,773","$2,240",$901,,,$113,$671,$292,$330,"$1,399",CA,Solano,Vacaville,,"$16,245","$16,245","$2,627","$1,773","$8,842","$1,502",,,$188,$190,$204,$330,$588,,,,,,,,,,,,,,,
CA,Sonoma,Windsor,10/19/10,,"$41,223","$25,933","$10,119","$1,611","$13,679","$2,888","$8,526",,,,"$4,400",,,CA,Sonoma,Windsor,,"$27,747","$18,025","$6,211",$213,"$9,509","$2,888","$5,887",,,,"$3,039",,,CA,Sonoma,Windsor,,"$13,970","$13,970","$8,449",$129,"$2,189","$2,334",,,,,$869,,,CA,Sonoma,Windsor,,"$11,613","$11,613","$6,446",$129,"$2,189","$1,400",,,,,"$1,449",,,CA,Sonoma,Windsor,,"$9,444","$9,444","$4,171",$129,"$2,189","$2,334",,,,,$621,,,,,,,,,,,,,,,,,
CA,Yolo,Davis,10/19/10,,"$23,216","$23,216","$8,093",,,$305,"$5,877",,,$992,"$2,389","$5,560",,CA,Yolo,Davis,,"$14,873","$14,873","$4,942",,,$85,"$4,486",,,$757,"$1,823","$2,780",,CA,Yolo,Davis,,"$23,559","$23,559","$20,239",,,$118,$856,,,"$1,078",$928,$340,,CA,Yolo,Davis,,"$8,512","$8,512","$5,192",,,$118,$856,,,"$1,078",$928,$340,,CA,Yolo,Davis,,"$1,682","$1,682",$480,,,$118,$223,,,$280,$241,$340,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Adams,Adams Co,10/19/10,,"$1,599","$1,599","$1,599",,,,,,,,,,,CO,Adams,Adams Co,,$983,$983,$983,,,,,,,,,,,CO,Adams,Adams Co,,"$2,131","$2,131","$2,131",,,,,,,,,,,CO,Adams,Adams Co,,"$1,178","$1,178","$1,178",,,,,,,,,,,CO,Adams,Adams Co,,$776,$776,$776,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Adams,Commerce City,10/19/10,,"$2,700","$2,700","$1,181",,,,$900,,,,,$619,,CO,Adams,Commerce City,,"$1,191","$1,191",$726,,,,$327,,,,,$138,,CO,Adams,Commerce City,,"$3,562","$3,562","$3,229",,,,$333,,,,,,,CO,Adams,Commerce City,,"$1,941","$1,941","$1,741",,,,$200,,,,,,,CO,Adams,Commerce City,,"$1,479","$1,479","$1,146",,,,$333,,,,,,,,,,,,,,,,,,,,,
CO,Boulder,Boulder,10/19/10,,"$32,372","$15,474","$2,062","$13,542","$3,356","$4,680","$4,012",$445,$196,$277,$402,"$2,420",$980,CO,Boulder,Boulder,,"$19,003","$9,650","$1,528","$7,434","$1,919","$2,340","$3,165",$354,$265,$228,$330,"$1,210",$230,CO,Boulder,Boulder,,"$8,954","$6,250","$2,480","$2,167",$537,"$2,340",,,$360,$450,$130,,$490,CO,Boulder,Boulder,,"$8,954","$6,250","$2,480","$2,167",$537,"$2,340",,,$360,$450,$130,,$490,CO,Boulder,Boulder,,"$8,954","$6,250","$2,480","$2,167",$537,"$2,340",,,$360,$450,$130,,$490,,,,,,,,,,,,,,,
CO,Eagle,Eagle Co,10/19/10,,"$6,596","$6,596","$4,378",,,,,,"$2,218",,,,,CO,Eagle,Eagle Co,,"$3,893","$3,893","$3,034",,,,,,$859,,,,,CO,Eagle,Eagle Co,,"$9,510","$9,510","$9,026",,,,,,$484,,,,,CO,Eagle,Eagle Co,,"$5,648","$5,648","$5,164",,,,,,$484,,,,,CO,Eagle,Eagle Co,,"$3,674","$3,674","$3,190",,,,,,$484,,,,,,,,,,,,,,,,,,,
CO,Eagle,Basalt,10/19/10,,"$5,967",$750,$750,"$5,217",,,,,,,,,,CO,Eagle,Basalt,,"$2,910",$750,$750,"$2,160",,,,,,,,,,CO,Eagle,Basalt,,"$1,690","$1,000","$1,000",$690,,,,,,,,,,CO,Eagle,Basalt,,"$2,035","$1,000","$1,000","$1,035",,,,,,,,,,CO,Eagle,Basalt,,"$1,518","$1,000","$1,000",$518,,,,,,,,,,,,,,,,,,,,,,,,
CO,El Paso,Colorado Springs,10/19/10,,"$16,067","$5,083",,"$9,323","$1,661","$1,770","$1,781",,,,,"$1,532",,CO,El Paso,Colorado Springs,,"$10,949","$2,222",,"$7,066","$1,661",$590,"$1,264",,,,,$368,,CO,El Paso,Colorado Springs,,"$2,841","$1,084",,"$1,492",$266,"$1,084",,,,,,,,CO,El Paso,Colorado Springs,,"$2,407",$650,,"$1,492",$266,$650,,,,,,,,CO,El Paso,Colorado Springs,,"$2,841","$1,084",,"$1,492",$266,"$1,084",,,,,,,,,,,,,,,,,,,,,,
CO,Fremont,Canon City,10/19/10,,$304,$304,,,,,,,$304,,,,,CO,Fremont,Canon City,,$304,$304,,,,,,,$304,,,,,CO,Fremont,Canon City,,$152,$152,,,,,,,$152,,,,,CO,Fremont,Canon City,,$152,$152,,,,,,,$152,,,,,CO,Fremont,Canon City,,$152,$152,,,,,,,$152,,,,,,,,,,,,,,,,,,,
CO,Jefferson,Jefferson Co,10/19/10,,"$3,276","$3,276","$3,276",,,,,,,,,,,CO,Jefferson,Jefferson Co,,"$2,725","$2,725","$2,725",,,,,,,,,,,CO,Jefferson,Jefferson Co,,"$7,120","$7,120","$7,120",,,,,,,,,,,CO,Jefferson,Jefferson Co,,"$4,790","$4,790","$4,790",,,,,,,,,,,CO,Jefferson,Jefferson Co,,"$2,060","$2,060","$2,060",,,,,,,,,,,,,,,,,,,,,,,,,
CO,La Plata,Durango,10/19/10,,"$11,777","$4,675","$3,430","$5,582","$1,520",,$300,,,,,$945,,CO,La Plata,Durango,,"$9,726","$2,624","$2,029","$5,582","$1,520",,$300,,,,,$295,,CO,La Plata,Durango,,"$6,218","$5,494","$5,494",$558,$166,,,,,,,,,CO,La Plata,Durango,,"$5,952","$5,228","$5,228",$558,$166,,,,,,,,,CO,La Plata,Durango,,"$3,886","$3,162","$3,162",$558,$166,,,,,,,,,,,,,,,,,,,,,,,
CO,Larimer,Larimer Co,10/19/10,,"$4,256","$4,256","$2,997",,,,"$1,259",,,,,,,CO,Larimer,Larimer Co,,"$2,923","$2,923","$2,104",,,,$819,,,,,,,CO,Larimer,Larimer Co,,"$7,728","$7,728","$7,728",,,,,,,,,,,CO,Larimer,Larimer Co,,"$3,779","$3,779","$3,779",,,,,,,,,,,CO,Larimer,Larimer Co,,"$2,538","$2,538","$2,538",,,,,,,,,,,,,,,,,,,,,,,,,
CO,Larimer,Loveland,10/19/10,,"$23,301","$15,111","$2,443","$5,600","$2,590",$569,"$5,898","$1,132",$678,$881,$968,"$1,382","$1,160",CO,Larimer,Loveland,,"$17,918","$13,612","$1,699","$2,416","$1,890",$250,"$5,898","$1,132",$678,$881,$968,$946,"$1,160",CO,Larimer,Loveland,,"$9,813","$8,503","$7,320",$896,$414,$113,,,$290,$370,$410,,,CO,Larimer,Loveland,,"$5,891","$4,581","$3,398",$896,$414,$113,,,$290,$370,$410,,,CO,Larimer,Loveland,,"$3,349","$2,038","$1,812",$896,$414,$106,,,$30,$40,$50,,,,,,,,,,,,,,,,,
CO,Larimer,Ft. Collins,10/19/10,,"$19,933","$12,409","$2,792","$4,330","$3,194",$725,"$3,419",$540,$194,$134,$245,"$1,591","$2,769",CO,Larimer,Ft. Collins,,"$12,313","$8,774","$1,929","$1,470","$2,069",$263,"$2,529",$400,$144,$98,$181,$923,"$2,307",CO,Larimer,Ft. Collins,,"$14,435","$11,795","$10,440","$1,425","$1,215",$773,,,$207,$144,$231,,,CO,Larimer,Ft. Collins,,"$7,064","$4,424","$3,378","$1,425","$1,215",$464,,,$207,$144,$231,,,CO,Larimer,Ft. Collins,,"$5,615","$2,975","$2,042","$1,425","$1,215",$773,,,$57,$39,$64,,,,,,,,,,,,,,,,,
CO,Mesa,Mesa Co,10/19/10,,"$2,748","$2,748","$1,678",,,,$150,,,,,$920,,CO,Mesa,Mesa Co,,"$2,259","$2,259","$1,189",,,,$150,,,,,$920,,CO,Mesa,Mesa Co,,"$2,647","$2,647","$2,647",,,,,,,,,,,CO,Mesa,Mesa Co,,"$1,801","$1,801","$1,801",,,,,,,,,,,CO,Mesa,Mesa Co,,"$1,249","$1,249","$1,249",,,,,,,,,,,,,,,,,,,,,,,,,
