CA,Sacramento,Elk Grove,10/13/15,,"$32,821","$15,432","$8,033","$6,189","$11,200",,$8,$774,"$1,861",$469,$689,,"$3,598",CA,Sacramento,Elk Grove,,"$19,760","$13,400","$5,680","$3,868","$2,492",,"$3,063",$511,"$1,225",$309,$453,,"$2,159",CA,Sacramento,Elk Grove,,"$15,563","$11,688","$8,080",$388,"$3,488",$248,$840,,"$1,570",$90,$90,,$770,CA,Sacramento,Elk Grove,,"$14,825","$11,868","$7,530",$388,"$2,569",$248,"$1,210",,"$1,570",$140,$200,,$970,CA,Sacramento,Elk Grove,,"$10,356","$6,480","$4,870",$388,"$3,488",,$410,,$510,$30,$50,,$610,,,,,,,,,,,,,
,,,,"Single-Family Unit (3-BR, 2,000 sf, on 10,000 sq. ft. lot at density of 4 UPA and value of $200,000)",,,,,,,,,,,,,,,,,"Multi-Family Unit (2 bedroom, 1,000 sq. ft. unit, density of 12 UPA; $100,000 value; 7-2"" meters (2 for irrigation) for 240 unit complex)",,,,,,,,,,,,,,,,,"Retail per 1,000 sq. ft. (100,001 sq. ft. shopping center; 0.15 FAR; 3"" meter)",,,,,,,,,,,,,,,,,"Office per 1,000 sq. ft. (100,001 sq. ft. general office building; 0.25 FAR; 3"" meter)",,,,,,,,,,,,,,,,,"Industrial per 1,000 sq. ft. (100,001 sq. ft. building; 0.15 FAR; 3"" meter)",,,,,,,,,,,,,,,,,,,,,,,,,,
State,County,Jurisdiction,Updated,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,,,,,,,,,,,,,
CA,Sacramento,Sacramento,11/13/15,,"$36,389","$29,891","$7,013","$1,382","$5,116",$11,"$7,393",,,,,"$5,940","$9,533",CA,Sacramento,Sacramento,,"$19,767","$16,413","$5,895",$291,"$3,063",$11,"$4,359",,,,,"$2,970","$3,178",CA,Sacramento,Sacramento,,"$23,409","$22,310","$13,621",$280,$819,$193,$390,,,,,$470,"$7,636",CA,Sacramento,Sacramento,,"$18,353","$17,254","$10,310",$280,$819,$193,$530,,,,,$470,"$5,752",CA,Sacramento,Sacramento,,"$15,131","$14,032","$4,266",$280,$819,"$1,890",$160,,,,,$470,"$7,246",,,,,,,,,,,,,
CA,San Bernardino,Highland,11/13/15,,"$20,249","$20,249","$11,349",,,$725,"$3,900",$961,$836,$236,"$2,242",,,CA,San Bernardino,Highland,,"$15,406","$15,406","$7,577",,,$310,"$3,753",$925,$272,$373,"$2,196",,,CA,San Bernardino,Highland,,"$7,754","$7,754","$5,970",,,$119,,,"$1,330",$157,$178,,,CA,San Bernardino,Highland,,"$11,404","$11,404","$10,660",,,$160,,,$203,$136,$245,,,CA,San Bernardino,Highland,,"$7,918","$7,918","$7,415",,,$191,,,$60,$7,$245,,,,,,,,,,,,,,,
CA,San Bernardino,Redlands,11/13/15,,"$13,880","$13,880","$2,488",,,$700,"$4,482",$764,$996,"$1,806","$2,644",,,CA,San Bernardino,Redlands,,"$9,608","$9,608","$1,747",,,$343,"$3,151",$538,$700,"$1,270","$1,859",,,CA,San Bernardino,Redlands,,"$12,714","$12,714","$11,164",,,$170,,$110,$500,$310,$460,,,CA,San Bernardino,Redlands,,"$5,033","$5,033","$2,863",,,$170,,$150,$720,$460,$670,,,CA,San Bernardino,Redlands,,"$2,622","$2,622","$1,812",,,$150,,$50,$240,$150,$220,,,,,,,,,,,,,,,
CA,San Bernardino,Rialto,11/13/15,,"$30,894","$18,240","$6,527","$7,626","$5,028","$3,560","$3,755",$326,$953,"$1,295","$1,824",,,CA,San Bernardino,Rialto,,"$19,419","$13,943","$5,483","$1,166","$4,310","$1,208","$3,106",$307,$899,"$1,221","$1,719",,,CA,San Bernardino,Rialto,,"$15,716","$13,701","$11,132",$763,"$1,252","$1,809",$140,,$250,$154,$216,,,CA,San Bernardino,Rialto,,"$13,422","$10,338","$7,769",$763,"$2,321","$1,809",$140,,$250,$154,$216,,,CA,San Bernardino,Rialto,,"$8,856","$7,843","$5,729",$763,$250,"$1,809",$120,,$76,$46,$63,,,,,,,,,,,,,,,
CA,San Diego,Carlsbad,11/13/15,,"$36,142","$24,968",$846,"$8,041","$3,133",$807,"$6,208",,,,"$7,000","$6,300","$3,807",CA,San Diego,Carlsbad,,"$17,896","$15,952",$634,"$1,422",$522,$490,"$5,025",,,,"$3,500","$3,150","$3,154",CA,San Diego,Carlsbad,,"$11,666","$10,352","$5,668",$813,$501,$763,,,,,"$3,500",,$420,CA,San Diego,Carlsbad,,"$6,978","$5,663","$1,453",$813,$501,$458,,,,,"$3,500",,$252,CA,San Diego,Carlsbad,,"$6,918","$5,604",$920,$813,$501,$763,,,,,"$3,500",,$420,,,,,,,,,,,,,
CA,San Diego,Escondido,11/13/15,,"$30,001","$13,011","$3,160","$9,490","$7,500","$1,071","$4,129",,,,"$4,533",,$118,CA,San Diego,Escondido,,"$15,038","$6,071","$2,820","$1,467","$7,500",$363,"$1,098",,,,"$1,582",,$208,CA,San Diego,Escondido,,"$6,809","$4,600","$1,470",$929,"$1,280",$700,,,,,"$2,130",,$300,CA,San Diego,Escondido,,"$6,049","$3,840",$710,$929,"$1,280",$700,,,,,"$2,130",,$300,CA,San Diego,Escondido,,"$4,299","$2,950",$340,$929,$420,$700,,,,,"$1,610",,$300,,,,,,,,,,,,,
CA,San Diego,San Diego,11/16/15,,"$43,571","$32,074","$2,996","$7,373","$4,124",,"$3,201",$933,$121,,"$2,691","$5,260","$16,872",CA,San Diego,San Diego,,"$31,753","$23,926","$2,996","$3,703","$4,124",,"$3,201",$933,$121,,"$2,153","$2,630","$11,892",CA,San Diego,San Diego,,"$21,972","$20,409","$18,378",$903,$660,,,,$121,,$850,$420,$640,CA,San Diego,San Diego,,"$9,286","$7,723","$4,712",$903,$660,,,,$121,,"$1,410",$420,"$1,060",CA,San Diego,San Diego,,"$6,527","$4,964","$2,983",$903,$660,,,,$121,,$800,$420,$640,,,,,,,,,,,,,
CA,San Joaquin,Lodi,11/16/15,,"$6,344","$4,346",$289,$846,"$1,152","$1,725","$1,584",,$157,$307,$251,,$33,CA,San Joaquin,Lodi,,"$3,041","$2,654",$157,$196,$191,$862,"$1,111",,$110,$215,$176,,$23,CA,San Joaquin,Lodi,,"$10,119","$9,386","$1,199",$310,$423,"$6,808",$406,,$338,$330,$270,,$35,CA,San Joaquin,Lodi,,"$7,951","$7,218",$872,$310,$423,"$4,085",$650,,$540,$582,$433,,$56,CA,San Joaquin,Lodi,,"$8,720","$7,987",$443,$310,$423,"$6,808",$217,,$180,$176,$144,,$19,,,,,,,,,,,,,
CA,San Joaquin,Ripon,11/16/15,,"$64,894","$51,139","$10,006","$9,724","$4,031","$2,576","$13,842",$460,"$2,817",$528,"$4,487","$6,720","$9,703",CA,San Joaquin,Ripon,,"$38,035","$29,033","$5,206","$6,483","$2,519",$588,"$8,651",$287,"$1,878",$331,"$3,243","$3,360","$5,489",CA,San Joaquin,Ripon,,"$28,865","$21,065","$13,270","$3,000","$4,800","$2,467","$1,267",,"$1,585",$200,"$1,297",$540,$441,CA,San Joaquin,Ripon,,"$18,612","$13,932","$8,003","$1,800","$2,880","$1,480",$760,,"$1,865",$120,$900,$540,$264,CA,San Joaquin,Ripon,,"$23,200","$13,467","$7,366","$3,000","$6,733","$3,000",$467,,"$1,033",$67,$553,$540,$441,,,,,,,,,,,,,
CA,San Luis Obispo,Paso Robles,11/16/15,,"$58,897","$25,597","$12,183","$23,500","$9,800",,"$2,985",$985,"$1,054",$77,"$3,053","$5,260",,CA,San Luis Obispo,Paso Robles,,"$31,647","$19,194","$8,396","$3,653","$8,800",,"$2,985",$985,"$1,054",$91,"$3,053","$2,630",,CA,San Luis Obispo,Paso Robles,,"$15,961","$12,630","$11,010","$2,350",$981,,,,$390,$120,"$1,110",,,CA,San Luis Obispo,Paso Robles,,"$15,961","$12,630","$11,010","$2,350",$981,,,,$390,$120,"$1,110",,,CA,San Luis Obispo,Paso Robles,,"$7,271","$3,940","$3,090","$2,350",$981,,,,$210,$30,$610,,,,,,,,,,,,,,,
CA,San Luis Obispo,San Luis Obispo,11/16/15,,"$41,447","$26,609","$3,597","$11,023","$3,815",,"$13,012",,,,,,"$10,000",CA,San Luis Obispo,San Luis Obispo,,"$28,153","$17,767","$3,192","$7,716","$2,670",,"$9,575",,,,,,"$5,000",CA,San Luis Obispo,San Luis Obispo,,"$19,163","$17,576","$7,576","$1,179",$408,,,,,,,,"$10,000",CA,San Luis Obispo,San Luis Obispo,,"$18,800","$17,213","$7,213","$1,179",$408,,,,,,,,"$10,000",CA,San Luis Obispo,San Luis Obispo,,"$13,670","$12,083","$2,083","$1,179",$408,,,,,,,,"$10,000",,,,,,,,,,,,,
CA,Santa Barbara,Carpinteria,11/16/15,,"$34,515","$34,515","$5,890",,,"$2,397","$19,929",,,,"$1,699","$4,100",$500,CA,Santa Barbara,Carpinteria,,"$23,626","$23,626","$3,869",,,$852,"$15,070",,,,"$1,285","$2,050",$500,CA,Santa Barbara,Carpinteria,,"$22,006","$22,006","$16,860",,,"$1,761","$2,740",,,,$270,$330,$45,CA,Santa Barbara,Carpinteria,,"$21,301","$21,301","$16,860",,,"$1,056","$2,740",,,,$270,$330,$45,CA,Santa Barbara,Carpinteria,,"$12,346","$12,346","$8,030",,,"$1,761","$1,990",,,,$190,$330,$45,,,,,,,,,,,,,
CA,Santa Barbara,Santa Maria,11/16/15,,"$23,436","$18,112","$8,730","$1,533","$3,791",,"$6,672",$824,$822,$736,$328,,,CA,Santa Barbara,Santa Maria,,"$16,200","$11,249","$4,511","$1,533","$3,418",,"$5,379",$412,$411,$368,$168,,,CA,Santa Barbara,Santa Maria,,"$12,044","$9,080","$8,306","$1,612","$1,352",,$24,$155,$59,$368,$168,,,CA,Santa Barbara,Santa Maria,,"$8,258","$5,294","$4,520","$1,612","$1,352",,$24,$155,$59,$368,$168,,,CA,Santa Barbara,Santa Maria,,"$7,358","$4,394","$3,620","$1,612","$1,352",,$24,$155,$59,$368,$168,,,,,,,,,,,,,,,
CA,Santa Clara,Gilroy,11/16/15,,"$41,930","$26,950","$9,973","$4,294","$10,686",$129,,,,,"$16,848",,,CA,Santa Clara,Gilroy,,"$29,852","$22,333","$8,084","$1,737","$5,782",$74,,,,,"$14,175",,,CA,Santa Clara,Gilroy,,"$23,503","$19,434","$16,662",$687,"$3,382",$234,,,,,"$2,538",,,CA,Santa Clara,Gilroy,,"$23,409","$19,340","$16,662",$687,"$3,382",$140,,,,,"$2,538",,,CA,Santa Clara,Gilroy,,"$9,738","$5,669","$4,373",$687,"$3,382",$173,,,,,"$1,123",,,,,,,,,,,,,,,
CA,Santa Clara,Palo Alto,11/16/15,,"$33,699","$21,199","$3,473","$5,000","$7,500",,"$14,437","$1,038",,$996,"$1,255",,,CA,Santa Clara,Palo Alto,,"$16,052","$14,014","$2,132",$788,"$1,250",,"$9,461",$620,,$797,"$1,004",,,CA,Santa Clara,Palo Alto,,"$38,662","$37,462","$12,827",,"$1,200",,"$5,144",$262,,$557,$702,,"$17,970",CA,Santa Clara,Palo Alto,,"$31,380","$30,180","$5,124",,"$1,200",,"$5,144",$262,,$743,$937,,"$17,970",CA,Santa Clara,Palo Alto,,"$28,332","$27,132","$3,336",,"$1,200",,"$5,144",$262,,$186,$234,,"$17,970",,,,,,,,,,,,,
CA,Santa Cruz,Santa Cruz Co,11/16/15,,"$7,440","$7,440","$3,000",,,"$4,440",,,,,,,,CA,Santa Cruz,Santa Cruz Co,,"$4,320","$4,320","$2,100",,,"$2,220",,,,,,,,CA,Santa Cruz,Santa Cruz Co,,"$27,984","$27,984","$25,764",,,"$2,220",,,,,,,,CA,Santa Cruz,Santa Cruz Co,,"$8,826","$8,826","$6,606",,,"$2,220",,,,,,,,CA,Santa Cruz,Santa Cruz Co,,"$6,402","$6,402","$4,182",,,"$2,220",,,,,,,,,,,,,,,,,,,,
CA,Santa Cruz,Scotts Valley,11/16/15,,"$23,808","$17,671","$5,454",,"$6,137",$350,"$9,685",$811,,$957,$414,,,CA,Santa Cruz,Scotts Valley,,"$14,767","$10,327","$3,236",,"$4,440",$175,"$4,841",$704,,$957,$414,,,CA,Santa Cruz,Scotts Valley,,"$15,526","$15,526","$10,840",,$982,$175,,,,"$3,362",$167,,,CA,Santa Cruz,Scotts Valley,,"$14,182","$14,182","$10,840",,$982,$175,,,,"$2,017",$167,,,CA,Santa Cruz,Scotts Valley,,"$11,141","$11,141","$6,460",,$982,$175,,,,"$3,362",$161,,,,,,,,,,,,,,,
CA,Shasta,Redding,11/16/15,,"$31,655","$18,829","$5,816","$5,700","$7,126",$907,"$4,067",,$983,,,"$7,056",,CA,Shasta,Redding,,"$9,799","$7,281","$2,875","$1,330","$1,188",$445,"$3,171",,$790,,,,,CA,Shasta,Redding,,"$12,784","$12,784","$9,517",$912,"$1,140",$568,,,$647,,,,,CA,Shasta,Redding,,"$10,933","$10,933","$7,402",$912,"$1,140",$522,,,$957,,,,,CA,Shasta,Redding,,"$6,756","$6,756","$3,806",$912,"$1,140",$380,,,$518,,,,,,,,,,,,,,,,,
CA,Solano,Vacaville,11/16/15,,"$47,572","$30,282","$9,182","$8,025","$9,265","$2,141","$4,195",,$320,$716,$711,"$4,100","$8,917",CA,Solano,Vacaville,,"$32,610","$22,062","$5,692","$3,136","$7,412","$1,826","$2,885",,$110,$625,$439,"$2,050","$8,435",CA,Solano,Vacaville,,"$13,354","$13,354","$4,965","$1,862","$1,850","$1,577",,,$197,"$1,333",$398,$330,$841,CA,Solano,Vacaville,,"$11,757","$11,757","$3,769","$1,862","$2,320",$946,,,$118,$705,$307,$330,"$1,399",CA,Solano,Vacaville,,"$8,496","$8,496","$2,758","$1,862",$770,"$1,577",,,$197,$199,$214,$330,$588,,,,,,,,,,,,,
CA,Sonoma,Windsor,11/16/15,,"$49,045","$30,093","$11,713","$7,900","$11,052","$3,433","$9,868",,,,"$5,079",,,CA,Sonoma,Windsor,,"$30,793","$20,944","$7,189","$1,228","$8,621","$3,433","$6,814",,,,"$3,508",,,CA,Sonoma,Windsor,,"$15,125","$15,125","$8,790",$790,"$1,768","$2,774",,,,,"$1,003",,,CA,Sonoma,Windsor,,"$13,357","$13,357","$7,461",$790,"$1,768","$1,664",,,,,"$1,674",,,CA,Sonoma,Windsor,,"$10,875","$10,875","$4,827",$790,"$1,768","$2,774",,,,,$716,,,,,,,,,,,,,,,
CA,Yolo,Davis,11/16/15,,"$27,498","$27,498","$8,093",,,$305,"$5,877",,,$992,"$2,389","$5,940","$3,902",CA,Yolo,Davis,,"$17,933","$17,933","$4,942",,,$85,"$4,486",,,$757,"$1,823","$2,970","$2,870",CA,Yolo,Davis,,"$24,323","$24,323","$20,239",,,$118,$856,,,"$1,078",$928,$470,$634,CA,Yolo,Davis,,"$9,364","$9,364","$5,192",,,$118,$856,,,"$1,078",$928,$470,$722,CA,Yolo,Davis,,"$2,214","$2,214",$480,,,$118,$223,,,$280,$241,$470,$402,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Adams,Adams Co,8/31/15,,"$1,599","$1,599","$1,599",,,,,,,,,,,CO,Adams,Adams Co,,$983,$983,$983,,,,,,,,,,,CO,Adams,Adams Co,,"$2,131","$2,131","$2,131",,,,,,,,,,,CO,Adams,Adams Co,,"$1,178","$1,178","$1,178",,,,,,,,,,,CO,Adams,Adams Co,,$776,$776,$776,,,,,,,,,,,,,,,,,,,,,,,
CO,Adams,Commerce City,8/31/15,,"$6,698","$5,723","$1,181",$975,,$521,"$3,402",,,,,$619,,CO,Adams,Commerce City,,"$2,172","$2,172",$726,,,$174,"$1,134",,,,,$138,,CO,Adams,Commerce City,,"$4,808","$4,808","$3,229",,,$319,"$1,260",,,,,,,CO,Adams,Commerce City,,"$2,688","$2,688","$1,741",,,$191,$756,,,,,,,CO,Adams,Commerce City,,"$2,725","$2,725","$1,146",,,$319,"$1,260",,,,,,,,,,,,,,,,,,,
CO,Boulder,Boulder,8/31/15,,"$34,789","$13,509","$2,227","$16,807","$4,473","$8,240","$1,145",$474,$216,$304,$443,,$460,CO,Boulder,Boulder,,"$19,870","$8,090","$1,650","$9,224","$2,556","$4,120",$796,$390,$291,$251,$362,,$230,CO,Boulder,Boulder,,"$13,295","$9,890","$2,480","$2,689",$716,"$4,120",,,$400,$500,$140,,"$2,250",CO,Boulder,Boulder,,"$13,865","$10,460","$2,480","$2,689",$716,"$4,120",,,$590,$170,$210,,"$2,890",CO,Boulder,Boulder,,"$12,185","$8,780","$2,480","$2,689",$716,"$4,120",,,$80,$60,$120,,"$1,920",,,,,,,,,,,,,
CO,Eagle,Eagle Co,8/31/15,,"$6,931","$6,931","$4,378",,,,,,"$2,553",,,,,CO,Eagle,Eagle Co,,"$4,174","$4,174","$3,034",,,,,,"$1,140",,,,,CO,Eagle,Eagle Co,,"$9,652","$9,652","$9,026",,,,,,$626,,,,,CO,Eagle,Eagle Co,,"$5,790","$5,790","$5,164",,,,,,$626,,,,,CO,Eagle,Eagle Co,,"$3,816","$3,816","$3,190",,,,,,$626,,,,,,,,,,,,,,,,,
CO,Eagle,Basalt,8/31/15,,"$7,967","$2,750",$750,"$5,217",,,,,,,,,"$2,000",CO,Eagle,Basalt,,"$3,910","$1,750",$750,"$2,160",,,,,,,,,"$1,000",CO,Eagle,Basalt,,"$2,690","$2,000","$1,000",$690,,,,,,,,,"$1,000",CO,Eagle,Basalt,,"$3,035","$2,000","$1,000","$1,035",,,,,,,,,"$1,000",CO,Eagle,Basalt,,"$2,518","$2,000","$1,000",$518,,,,,,,,,"$1,000",,,,,,,,,,,,,
CO,El Paso,Colorado Springs,8/31/15,,"$17,148","$5,083",,"$10,197","$1,868","$1,770","$1,781",,,,,"$1,532",,CO,El Paso,Colorado Springs,,"$8,730","$2,222",,"$5,295","$1,213",$590,"$1,264",,,,,$368,,CO,El Paso,Colorado Springs,,"$3,552","$1,084",,"$2,044",$424,"$1,084",,,,,,,,CO,El Paso,Colorado Springs,,"$3,118",$650,,"$2,044",$424,$650,,,,,,,,CO,El Paso,Colorado Springs,,"$3,552","$1,084",,"$2,044",$424,"$1,084",,,,,,,,,,,,,,,,,,,,
CO,Fremont,Canon City,8/31/15,,$304,$304,,,,,,,$304,,,,,CO,Fremont,Canon City,,$304,$304,,,,,,,$304,,,,,CO,Fremont,Canon City,,$152,$152,,,,,,,$152,,,,,CO,Fremont,Canon City,,$152,$152,,,,,,,$152,,,,,CO,Fremont,Canon City,,$152,$152,,,,,,,$152,,,,,,,,,,,,,,,,,
CO,Jefferson,Jefferson Co,8/31/15,,"$2,731","$2,731","$2,731",,,,,,,,,,,CO,Jefferson,Jefferson Co,,"$2,272","$2,272","$2,272",,,,,,,,,,,CO,Jefferson,Jefferson Co,,"$5,930","$5,930","$5,930",,,,,,,,,,,CO,Jefferson,Jefferson Co,,"$3,980","$3,980","$3,980",,,,,,,,,,,CO,Jefferson,Jefferson Co,,"$1,720","$1,720","$1,720",,,,,,,,,,,,,,,,,,,,,,,
CO,La Plata,Durango,8/31/15,,"$10,516","$3,414","$2,169","$5,582","$1,520",,$300,,,,,$945,,CO,La Plata,Durango,,"$8,995","$1,893","$1,298","$5,582","$1,520",,$300,,,,,$295,,CO,La Plata,Durango,,"$4,534","$3,810","$3,810",$558,$166,,,,,,,,,CO,La Plata,Durango,,"$3,547","$2,823","$2,823",$558,$166,,,,,,,,,CO,La Plata,Durango,,"$2,687","$1,963","$1,963",$558,$166,,,,,,,,,,,,,,,,,,,,,
CO,Larimer,Larimer Co,8/31/15,,"$5,888","$5,888","$3,138",,,,"$1,259",,,,,"$1,491",,CO,Larimer,Larimer Co,,"$4,513","$4,513","$2,203",,,,$819,,,,,"$1,491",,CO,Larimer,Larimer Co,,"$8,269","$8,269","$8,269",,,,,,,,,,,CO,Larimer,Larimer Co,,"$4,403","$4,403","$4,403",,,,,,,,,,,CO,Larimer,Larimer Co,,"$2,716","$2,716","$2,716",,,,,,,,,,,,,,,,,,,,,,,
CO,Larimer,Loveland,8/18/12,,"$22,601","$14,481","$2,170","$5,560","$2,560",$569,"$6,386","$1,229",$736,$957,"$1,052","$1,382",,CO,Larimer,Loveland,,"$17,381","$12,261","$1,508","$3,370","$1,750",$250,"$5,898","$1,132",$678,$881,$968,$946,$0,CO,Larimer,Loveland,,"$6,552","$6,552","$5,020",,,$452,,,$290,$380,$410,,,CO,Larimer,Loveland,,"$4,852","$4,852","$3,020",,,$752,,,$290,$380,$410,,,CO,Larimer,Loveland,,"$1,698","$1,698",$870,,,$708,,,$30,$40,$50,,,,,,,,,,,,,,,
CO,Larimer,Ft. Collins,7/6/14,,"$18,249","$11,239","$3,396","$3,920","$3,090","$1,954","$3,313",,$383,$192,$455,"$1,546",,CO,Larimer,Ft. Collins,,"$11,603","$7,685","$2,360","$1,448","$2,470",$651,"$2,878",,$333,$167,$395,$901,,CO,Larimer,Ft. Collins,,"$15,412","$13,244","$11,048","$1,120","$1,048","$1,196",,,$284,$160,$556,,,CO,Larimer,Ft. Collins,,"$7,917","$5,749","$4,031","$1,120","$1,048",$718,,,$284,$160,$556,,,CO,Larimer,Ft. Collins,,"$6,072","$3,904","$2,461","$1,120","$1,048","$1,196",,,$71,$41,$135,,,,,,,,,,,,,,,
CO,Mesa,Mesa Co,8/31/15,,"$2,748","$2,748","$1,678",,,,$150,,,,,$920,,CO,Mesa,Mesa Co,,"$2,259","$2,259","$1,189",,,,$150,,,,,$920,,CO,Mesa,Mesa Co,,"$2,647","$2,647","$2,647",,,,,,,,,,,CO,Mesa,Mesa Co,,"$1,801","$1,801","$1,801",,,,,,,,,,,CO,Mesa,Mesa Co,,"$1,249","$1,249","$1,249",,,,,,,,,,,,,,,,,,,,,,,
CO,Pitkin,Pitkin Co,8/31/15,,"$21,674","$21,674","$6,883",,,,"$10,900",,,,,$917,"$2,974",CO,Pitkin,Pitkin Co,,"$12,456","$12,456","$5,025",,,,"$5,450",,,,,$340,"$1,641",CO,Pitkin,Pitkin Co,,"$40,045","$40,045","$10,710",,,,"$4,100",,,,,,"$25,235",CO,Pitkin,Pitkin Co,,"$48,044","$48,044","$5,040",,,,"$4,100",,,,,,"$38,904",CO,Pitkin,Pitkin Co,,"$16,734","$16,734","$2,520",,,,"$4,100",,,,,,"$10,114",,,,,,,,,,,,,
CO,Weld,Weld Co,8/31/15,,"$3,443","$3,443","$2,377",,,$400,,,,,$666,,,CO,Weld,Weld Co,,"$2,251","$2,251","$1,557",,,$200,,,,,$494,,,CO,Weld,Weld Co,,"$4,133","$4,133","$3,296",,,$200,,,,,$637,,,CO,Weld,Weld Co,,"$2,691","$2,691","$2,174",,,$200,,,,,$317,,,CO,Weld,Weld Co,,"$2,500","$2,500","$2,141",,,$200,,,,,$159,,,,,,,,,,,,,,,
CO,Weld,Windsor,8/31/15,,"$20,106","$8,343","$2,115","$8,063","$3,700",$735,"$5,493",,,, ,,,CO,Weld,Windsor,,"$9,162","$7,443","$1,483","$1,234",$485,$467,"$5,493",,,,,,,CO,Weld,Windsor,,"$6,085","$4,640","$3,476",$932,$513,"$1,164",,,,,,,,CO,Weld,Windsor,,"$4,983","$3,538","$2,840",$932,$513,$698,,,,,,,,CO,Weld,Windsor,,"$4,224","$2,779","$1,799",$932,$513,$980,,,,,,,,,,,,,,,,,,,,
CO,Weld,Greeley,8/31/15,,"$23,876","$7,726","$3,645","$11,000","$5,150",$342,"$3,098",,$524,$117,,,,CO,Weld,Greeley,,"$5,618","$5,404","$2,353",$160,$54,$246,"$2,324",,$393,$88,,,,CO,Weld,Greeley,,"$5,971","$5,675","$4,825",$71,$225,$66,,,$641,$143,,,,CO,Weld,Greeley,,"$4,996","$4,700","$4,266",$71,$225,$66,,,$301,$67,,,,CO,Weld,Greeley,,"$1,984","$1,688","$1,476",$71,$225,$66,,,$119,$27,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,New Castle,New Castle Co,11/17/15,,"$9,321","$1,157",,,"$8,164",,$328,$138,$517,$62,$112,,,DE,New Castle,New Castle Co,,"$6,025",$762,,,"$5,263",,$225,$95,$322,$43,$77,,,DE,New Castle,New Castle Co,,"$1,603",$297,,,"$1,306",,,,$169,$33,$95,,,DE,New Castle,New Castle Co,,"$1,759",$453,,,"$1,306",,,,$297,$14,$142,,,DE,New Castle,New Castle Co,,"$1,578",$272,,,"$1,306",,,,$177,$7,$88,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL,Alachua,Alachua Co,11/9/14,,"$5,776","$5,776","$5,372",,,,$252,,$152,,,,,FL,Alachua,Alachua Co,,"$2,888","$2,888","$2,686",,,,$126,,$76,,,,,FL,Alachua,Alachua Co,,"$9,050","$9,050","$8,974",,,,,,$76,,,,,FL,Alachua,Alachua Co,,"$4,351","$4,351","$4,275",,,,,,$76,,,,,FL,Alachua,Alachua Co,,"$2,933","$2,933","$2,857",,,,,,$76,,,,,,,,,,,,,,,,,
FL,Brevard,Brevard Co,10/3/15,,"$4,834","$4,834",rd fees susp until 12/31/2016,,,,,$64,$93,,,"$4,445",$232,FL,Brevard,Brevard Co,,"$3,096","$3,096",,,,,,$38,$81,,,"$2,794",$183,FL,Brevard,Brevard Co,,$232,$232,,,,,,,$132,,,,$100,FL,Brevard,Brevard Co,,$78,$78,,,,,,,$44,,,,$34,FL,Brevard,Brevard Co,,$78,$78,,,,,,,$44,,,,$34,,,,,,,,,,,,,
FL,Brevard,Cocoa,11/9/14,,"$6,530","$4,780",,"$1,750",,,,$64,$39,,,"$4,445",$232,FL,Brevard,Cocoa,,"$4,449","$3,049",,"$1,400",,,,$38,$34,,,"$2,794",$183,FL,Brevard,Cocoa,,$434,$154,,$280,,,,,$54,,,,$100,FL,Brevard,Cocoa,,$332,$52,,$280,,,,,$18,,,,$34,FL,Brevard,Cocoa,,$332,$52,,$280,,,,,$18,,,,$34,,,,,,,,,,,,,
FL,Brevard,Melbourne,11/9/14,,"$5,570","$5,570",,,,,$540,$64,$39,,$250,"$4,445",$232,FL,Brevard,Melbourne,,"$3,722","$3,722",,,,,$450,$38,$34,,$223,"$2,794",$183,FL,Brevard,Melbourne,,$822,$822,,,,,,,$54,,$668,,$100,FL,Brevard,Melbourne,,$239,$239,,,,,,,$18,,$187,,$34,FL,Brevard,Melbourne,,$239,$239,,,,,,,$18,,$187,,$34,,,,,,,,,,,,,
