State,County,Jurisdiction,Updated,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,
CA,Los Angeles,Lancaster,6/22/04,,"$8,087","$8,087","$1,754",,,"$2,512","$2,346",$556,,,$119,$800,varies,CA,Los Angeles,Lancaster,,"$5,485","$5,485","$1,614",,,"$1,256","$2,096",,,,$119,$400,,CA,Los Angeles,Lancaster,,"$1,793","$1,793","$1,250",,,$500,,,,,$43,,,CA,Los Angeles,Lancaster,,"$1,793","$1,793","$1,250",,,$500,,,,,$43,,,CA,Los Angeles,Lancaster,,"$1,033","$1,033",$490,,,$500,,,,,$43,,,
CA,Los Angeles,Long Beach,2/5/05,,"$7,905","$7,905","$1,125",,,,"$2,680",,,,,"$4,100",,CA,Los Angeles,Long Beach,,"$5,245","$5,245","$1,125",,,,"$2,070",,,,,"$2,050",,CA,Los Angeles,Long Beach,,"$3,330","$3,330","$3,000",,,,,,,,,$330,,CA,Los Angeles,Long Beach,,"$2,330","$2,330","$2,000",,,,,,,,,$330,,CA,Los Angeles,Long Beach,,"$1,430","$1,430","$1,100",,,,,,,,,$330,,
CA,Monterey,Salinas,2/6/05,,"$7,708","$4,437","$1,530",,"$3,271","$1,071","$1,836",,,,,,,CA,Monterey,Salinas,,"$5,905","$2,966","$1,028",,"$2,939",$714,"$1,224",,,,,,,CA,Monterey,Salinas,,"$7,786","$7,263","$6,570",,$523,$693,,,,,,,,CA,Monterey,Salinas,,"$2,623","$2,100","$1,685",,$523,$416,,,,,,,,CA,Monterey,Salinas,,"$2,283","$1,760","$1,066",,$523,$693,,,,,,,,
CA,Napa,St. Helena,2/6/05,,"$23,300","$10,320",$960,"$6,900","$6,080","$1,240",,,,"$3,380","$4,740",,,CA,Napa,St. Helena,,"$11,650","$5,160",$480,"$3,450","$3,040",$620,,,,"$1,690","$2,370",,,CA,Napa,St. Helena,,"$16,260","$8,470","$4,010","$4,160","$3,630",$620,,,,"$1,690","$2,150",,,CA,Napa,St. Helena,,"$11,860","$7,790","$3,330","$2,170","$1,900",$620,,,,"$1,690","$2,150",,,CA,Napa,St. Helena,,"$10,650","$5,260",$800,"$2,880","$2,510",$620,,,,"$1,690","$2,150",,,
CA,Orange,Brea,2/5/05,,"$17,471","$4,926","$3,406","$12,545",,,,,"$1,388",$133,,,,CA,Orange,Brea,,"$7,203","$4,276","$2,756","$2,927",,,,,"$1,388",$133,,,,CA,Orange,Brea,,"$9,447","$7,440","$7,440","$2,007",,,,,,,,,,CA,Orange,Brea,,"$9,447","$7,440","$7,440","$2,007",,,,,,,,,,CA,Orange,Brea,,"$9,447","$7,440","$7,440","$2,007",,,,,,,,,,
CA,Placer,Rocklin,2/6/05,,"$10,173","$10,173","$3,181",,,$293,"$2,696",,,,,,"$4,004",CA,Placer,Rocklin,,"$7,631","$7,631","$2,515",,,$116,"$2,217",,,,,,"$2,783",CA,Placer,Rocklin,,"$8,421","$8,421","$6,929",,,$213,,,,,,,"$1,280",CA,Placer,Rocklin,,"$5,368","$5,368","$3,820",,,$128,,,,,,,"$1,420",CA,Placer,Rocklin,,"$3,811","$3,811","$2,021",,,$213,,,,,,,"$1,577",
CA,Sacramento,Citrus Heights,2/5/05,,"$10,123","$4,123","$1,434",,"$6,000","$1,610","$1,079",,,,,,,CA,Sacramento,Citrus Heights,,"$3,588","$3,588","$1,313",,,"$1,610",$665,,,,,,,CA,Sacramento,Citrus Heights,,"$7,089","$7,089","$4,450",,,"$1,869",,,,,,,$770,CA,Sacramento,Citrus Heights,,"$5,741","$5,741","$3,650",,,"$1,121",,,,,,,$970,CA,Sacramento,Citrus Heights,,"$6,129","$6,129","$3,650",,,"$1,869",,,,,,,$610,
CA,Sacramento,Elk Grove,2/5/05,,"$35,957","$20,445","$10,012","$7,487","$8,025",,"$4,213",$338,$462,$719,"$1,016",,"$3,685",CA,Sacramento,Elk Grove,,"$24,021","$13,231","$6,898","$5,615","$5,175",,"$2,809",$225,$306,$479,$677,,"$1,837",CA,Sacramento,Elk Grove,,"$16,468","$13,850","$11,850",$674,"$1,944",,$670,,$300,$110,$150,,$770,CA,Sacramento,Elk Grove,,"$16,018","$13,400","$10,600",$674,"$1,944",,$960,,$430,$180,$260,,$970,CA,Sacramento,Elk Grove,,"$10,228","$7,610","$6,310",$674,"$1,944",,$330,,$250,$50,$60,,$610,
,,,,"Single-Family (3-BR, 2,000 sf, on 10,000 sq. ft. lot at density of 4 UPA and value of $200,000)",,,,,,,,,,,,,,,,,"Multi-Family (2 bedroom, 1,000 sq. ft. unit, density of 12 UPA; $100,000 value; 7-2"" meters (2 for irrigation) for 240 unit complex)",,,,,,,,,,,,,,,,,"Retail (100,000 sq. ft. shopping center; 0.15 FAR; 3"" meter)",,,,,,,,,,,,,,,,,"Office (100,000 sq. ft. general office building; 0.25 FAR; 3"" meter)",,,,,,,,,,,,,,,,,"Industrial (100,000 sq. ft. building; 0.15 FAR; 3"" meter)",,,,,,,,,,,,,,
State,County,Jurisdiction,Updated,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,Gen.Govt,Schools,Other,
CA,Sacramento,Sacramento,1/30/05,,"$21,264","$14,205","$1,600","$1,059","$6,000","$6,000","$1,707",,,,,"$3,680","$1,218",CA,Sacramento,Sacramento,,"$8,542","$4,920",$634,$247,"$3,375","$2,500","$1,037",,,,,,$749,CA,Sacramento,Sacramento,,"$8,974","$7,845",$590,$169,$960,"$4,591",$620,,,,,,"$2,043",CA,Sacramento,Sacramento,,"$6,833","$5,704",$756,$169,$960,"$2,755",$452,,,,,,"$1,742",CA,Sacramento,Sacramento,,"$7,805","$6,676",$417,$169,$960,"$3,826",$560,,,,,,"$1,873",
CA,San Bernadino,Highland,2/5/05,,"$5,231","$5,231","$2,834",,,$732,"$1,176",$107,$165,$34,$183,,,CA,San Bernadino,Highland,,"$3,704","$3,704","$1,864",,,$261,"$1,090",$99,$173,$34,$183,,,CA,San Bernadino,Highland,,"$4,954","$4,954","$4,430",,,$322,,,$99,$30,$73,,,CA,San Bernadino,Highland,,"$4,954","$4,954","$4,430",,,$322,,,$99,$30,$73,,,CA,San Bernadino,Highland,,"$1,625","$1,625","$1,176",,,$322,,,$24,$30,$73,,,
CA,San Bernadino,Redlands,2/6/05,,"$8,098","$8,098","$1,854",,,$712,"$2,080","$1,032",$254,$655,"$1,511",,,CA,San Bernadino,Redlands,,"$6,139","$6,139","$1,302",,,$377,"$1,080","$1,032",$181,$655,"$1,511",,,CA,San Bernadino,Redlands,,"$13,361","$13,361","$8,321",,,$678,$269,$711,$336,$616,"$2,431",,,CA,San Bernadino,Redlands,,"$6,827","$6,827","$2,133",,,$330,$269,$711,$336,$616,"$2,431",,,CA,San Bernadino,Redlands,,"$6,444","$6,444","$1,351",,,$762,$269,$711,$304,$616,"$2,431",,,
CA,San Bernadino,Rialto,2/6/05,,"$11,298","$6,208",$263,"$3,696","$1,394","$2,111","$2,709",$66,$390,$422,$247,,,CA,San Bernadino,Rialto,,"$11,607","$4,521",$173,"$6,003","$1,083",$532,"$2,116",$52,$413,$988,$247,,,CA,San Bernadino,Rialto,,"$5,105","$1,950",$750,"$2,966",$189,$620,$140,,$240,$100,$100,,,CA,San Bernadino,Rialto,,"$4,745","$1,590",$390,"$2,966",$189,$620,$140,,$240,$100,$100,,,CA,San Bernadino,Rialto,,"$3,975",$870,$90,"$2,966",$139,$550,$120,,$10,$20,$80,,,
CA,San Diego,Carlsbad,2/5/05,,"$19,763","$12,155","$1,540","$5,460","$2,148",$739,"$2,436",,,,,,"$7,440",CA,San Diego,Carlsbad,,"$11,878","$10,587",$919,$933,$358,$403,"$1,825",,,,,,"$7,440",CA,San Diego,Carlsbad,,"$4,026","$3,108","$2,705",$574,$344,$403,,,,,,,,CA,San Diego,Carlsbad,,"$1,611",$694,$694,$574,$344,,,,,,,,,CA,San Diego,Carlsbad,,"$1,357",$439,$439,$574,$344,,,,,,,,,
CA,San Diego,Escondido,2/5/05,,"$20,712","$8,894","$2,193","$4,690","$7,128","$1,060","$2,355",,,,"$3,226",,$60,CA,San Diego,Escondido,,"$15,869","$7,319","$1,314","$3,510","$5,040",$424,"$2,355",,,,"$3,226",,,CA,San Diego,Escondido,,"$7,774","$6,270","$3,820",$468,"$1,036",$590,,,,,"$1,560",,$300,CA,San Diego,Escondido,,"$4,874","$3,370",$920,$468,"$1,036",$590,,,,,"$1,560",,$300,CA,San Diego,Escondido,,"$3,604","$2,510",$440,$468,$626,$590,,,,,"$1,180",,$300,
CA,San Diego,San Diego,1/30/05,,"$31,073","$22,352",,"$5,011","$3,710",,,,,,,,"$22,352",CA,San Diego,San Diego,,"$24,367","$15,646",,"$5,011","$3,710",,,,,,,,"$15,646",CA,San Diego,San Diego,,"$49,508","$48,112",,$802,$594,,,,,,,,"$48,112",CA,San Diego,San Diego,,"$21,933","$20,537",,$802,$594,,,,,,,,"$20,537",CA,San Diego,San Diego,,"$16,847","$15,451",,$802,$594,,,,,,,,"$15,451",
CA,San Francisco,San Francisco,6/22/04,,"$5,256","$2,580",,"$2,676",,,,,,,,"$2,580",,CA,San Francisco,San Francisco,,"$3,536",$860,,"$2,676",,,,,,,,$860,,CA,San Francisco,San Francisco,,"$11,580","$11,580",,,,,,,,,,$240,"$11,340",CA,San Francisco,San Francisco,,"$19,580","$19,580","$5,000",,,,"$2,000",,,,,$240,"$12,340",CA,San Francisco,San Francisco,,"$11,580","$11,580",,,,,,,,,,$240,"$11,340",
CA,San Joaquin,Lodi,2/5/05,,"$13,417","$12,280","$2,025","$1,008",$129,"$2,900","$4,972",,$387,$396,"$1,600",,,CA,San Joaquin,Lodi,,"$6,652","$5,909","$1,323",$658,$84,$967,"$2,370",,$253,$234,$763,,,CA,San Joaquin,Lodi,,"$8,895","$8,426","$2,579",$395,$74,"$2,361",$974,,$641,$999,$872,,,CA,San Joaquin,Lodi,,"$6,907","$6,626","$2,433",$237,$45,"$1,417",$986,,$350,$541,$899,,,CA,San Joaquin,Lodi,,"$6,586","$6,393","$2,480",$160,$33,"$2,361",$700,,$152,$73,$627,,,
CA,San Joaquin,Ripon,2/6/05,,"$30,665","$23,496","$3,944","$4,171","$2,998","$1,049","$5,421",$320,"$1,248",$811,,"$5,460","$5,243",CA,San Joaquin,Ripon,,"$18,480","$13,725","$1,913","$2,782","$1,973",$417,"$3,575",$179,$833,$534,,"$2,730","$3,544",CA,San Joaquin,Ripon,,"$14,159","$9,724","$6,970","$1,277","$3,159","$1,065",,,$693,$127,,$360,$508,CA,San Joaquin,Ripon,,"$7,508","$4,846","$2,575",$766,"$1,895",$639,$833,,,$46,,$360,$393,CA,San Joaquin,Ripon,,"$10,281","$5,056","$2,533","$1,277","$3,948","$1,293",,,$461,$60,,$360,$348,
CA,San Luis Obispo,Paso Robles,2/6/05,,"$23,242","$11,157","$4,520","$7,734","$4,351",$644,"$3,750","$1,064",$746,,$433,,,CA,San Luis Obispo,Paso Robles,,"$20,503","$8,418","$2,974","$7,734","$4,351",$212,"$3,245",$921,$633,,$433,,,CA,San Luis Obispo,Paso Robles,,"$6,261","$4,740","$4,190",$825,$696,$150,,,$330,,$70,,,CA,San Luis Obispo,Paso Robles,,"$5,941","$4,420","$4,190",$825,$696,$150,,,$10,,$70,,,CA,San Luis Obispo,Paso Robles,,$540,$540,$250,,,$200,,,$10,,$80,,,
CA,San Luis Obispo,San Luis Obispo,2/6/05,,"$30,147","$12,803","$2,803","$13,967","$3,377",,,,,,,,"$10,000",CA,San Luis Obispo,San Luis Obispo,,"$21,363","$7,487","$2,487","$11,174","$2,702",,,,,,,,"$5,000",CA,San Luis Obispo,San Luis Obispo,,"$6,869","$4,424","$4,424","$1,955",$489,,,,,,,,,CA,San Luis Obispo,San Luis Obispo,,"$8,070","$5,625","$5,625","$1,955",$489,,,,,,,,,CA,San Luis Obispo,San Luis Obispo,,"$4,067","$1,622","$1,622","$1,955",$489,,,,,,,,,
CA,Santa Barbara,Carpinteria,2/5/05,,"$11,637","$11,637","$4,973",,,"$2,243",,,$380,,$966,"$3,075",,CA,Santa Barbara,Carpinteria,,"$5,770","$5,770","$3,267",,,$748,,,$0,,$730,"$1,025",,CA,Santa Barbara,Carpinteria,,"$26,304","$26,304","$24,574",,,"$1,373",,,,,$27,$330,,CA,Santa Barbara,Carpinteria,,"$25,755","$25,755","$24,574",,,$824,,,,,$27,$330,,CA,Santa Barbara,Carpinteria,,"$13,428","$13,428","$11,698",$0,$0,"$1,373",,,,,$27,$330,,
CA,Santa Barbara,Santa Maria,2/6/05,,"$17,518","$10,287","$3,981","$3,244","$3,987",,"$3,987",$673,$661,$715,$270,,,CA,Santa Barbara,Santa Maria,,"$10,882","$6,654","$2,190","$1,013","$3,215",,"$3,215",$336,$331,$447,$135,,,CA,Santa Barbara,Santa Maria,,"$5,099","$3,488","$2,978",$973,$638,,$10,$100,$50,$220,$130,,,CA,Santa Barbara,Santa Maria,,"$5,357","$3,746","$3,236",$973,$638,,$10,$100,$50,$220,$130,,,CA,Santa Barbara,Santa Maria,,"$3,415","$1,804","$1,294",$973,$638,,$10,$100,$50,$220,$130,,,
CA,Santa Clara,Gilroy,6/22/04,,"$41,108","$31,418","$5,560","$2,600","$7,090",$138,"$10,340","$1,890","$1,240","$2,890","$3,100","$6,260",,CA,Santa Clara,Gilroy,,"$32,889","$25,959","$4,510","$1,860","$5,070",$69,"$7,380","$1,290","$1,790","$4,690","$3,100","$3,130",,CA,Santa Clara,Gilroy,,"$18,450","$16,900","$12,430",$416,"$1,134",$170,,,$690,"$2,680",$600,$330,,CA,Santa Clara,Gilroy,,"$12,102","$10,552","$6,150",$416,"$1,134",$102,,,$690,"$2,680",$600,$330,,CA,Santa Clara,Gilroy,,"$5,475","$3,925","$2,400",$416,"$1,134",$85,,,$140,$120,$850,$330,,
CA,Santa Clara,Palo Alto,5/6/05,,"$19,293","$10,894",,"$3,353","$5,046",,"$10,164",$730,,,,,,CA,Santa Clara,Palo Alto,,"$8,106","$7,137",,$128,$841,,"$6,660",$477,,,,,,CA,Santa Clara,Palo Alto,,"$28,422","$27,550","$8,510",$65,$807,,"$3,620",$180,,,,,"$15,240",CA,Santa Clara,Palo Alto,,"$28,422","$27,550","$8,510",$65,$807,,"$3,620",$180,,,,,"$15,240",CA,Santa Clara,Palo Alto,,"$28,422","$27,550","$8,510",$65,$807,,"$3,620",$180,,,,,"$15,240",
CA,Santa Cruz,Santa Cruz Co,1/11/05,,"$13,000","$7,000","$4,000","$3,000","$3,000","$3,000",,,,,,,,CA,Santa Cruz,Santa Cruz Co,,"$11,800","$5,800","$2,800","$3,000","$3,000","$3,000",,,,,,,,CA,Santa Cruz,Santa Cruz Co,,"$28,780","$28,780","$27,280",varies,varies,"$1,500",,,,,,,,CA,Santa Cruz,Santa Cruz Co,,"$5,904","$5,904","$4,404",varies,varies,"$1,500",,,,,,,,CA,Santa Cruz,Santa Cruz Co,,"$4,288","$4,288","$2,788",varies,varies,"$1,500",,,,,,,,
CA,Santa Cruz,Scotts Valley,2/6/05,,"$17,901","$12,232","$3,773",,"$5,669",$250,"$6,700",$561,,$662,$286,,,CA,Santa Cruz,Scotts Valley,,"$13,117","$9,016","$2,239",,"$4,101",$125,"$5,217",$487,,$662,$286,,,CA,Santa Cruz,Scotts Valley,,"$10,974","$10,974","$7,500",,$907,$125,,,,"$2,326",$116,,,CA,Santa Cruz,Scotts Valley,,"$9,997","$9,997","$7,500",,$907,$125,,,,"$1,396",$69,,,CA,Santa Cruz,Scotts Valley,,"$7,940","$7,940","$4,470",,$907,$125,,,,"$2,326",$112,,,
CA,Shasta,Redding,2/6/05,,"$12,701","$4,763","$2,852","$3,977","$3,961",$405,"$1,426",,$80,,,,,CA,Shasta,Redding,,"$4,895","$3,307","$1,939",$928,$660,$199,"$1,113",,$56,,,,,CA,Shasta,Redding,,"$6,410","$6,410","$4,838",$636,$634,$254,,,$48,,,,,CA,Shasta,Redding,,"$6,208","$6,208","$4,634",$636,$634,$233,,,$71,,,,,CA,Shasta,Redding,,"$3,861","$3,861","$2,383",$636,$634,$170,,,$38,,,,,
CA,Solano,Vacaville,2/6/05,,"$27,096","$13,215","$7,371","$6,443","$7,438",$894,"$3,547",,$258,$575,$570,,,CA,Solano,Vacaville,,"$16,572","$8,103","$4,570","$2,518","$5,951",$388,"$2,439",,$88,$265,$353,,,CA,Solano,Vacaville,,"$9,256","$9,256","$3,985","$1,495","$1,190","$1,038",,,$158,"$1,070",$320,,,CA,Solano,Vacaville,,"$7,240","$7,240","$3,026","$1,495","$1,190",$623,,,$95,$566,$245,,,CA,Solano,Vacaville,,"$6,427","$6,427","$2,214","$1,495","$1,190","$1,038",,,$158,$160,$172,,,
CA,Sonoma,Windsor,2/6/05,,"$32,135","$19,354","$6,918","$1,302","$11,479","$2,244","$8,621",,,,"$1,571",,,CA,Sonoma,Windsor,,"$21,723","$13,855","$4,582",$172,"$7,696","$2,244","$5,946",,,,"$1,083",,,CA,Sonoma,Windsor,,"$13,000","$13,000","$8,984",$104,"$1,837","$1,813",,,,,$262,,,CA,Sonoma,Windsor,,"$8,900","$8,900","$5,435",$104,"$1,837","$1,088",,,,,$436,,,CA,Sonoma,Windsor,,"$6,473","$6,473","$2,533",$104,"$1,837","$1,813",,,,,$186,,,
CA,Ventura,Santa Paula,6/14/04,,"$12,844","$9,240","$2,291","$1,400","$2,204",,"$4,240",$802,$247,$312,$691,,$657,CA,Ventura,Santa Paula,,"$9,133","$8,439","$1,925",$327,$367,,"$4,025",$761,$228,$186,$691,,$623,CA,Ventura,Santa Paula,,"$5,670","$5,670","$3,666",$224,$353,,$315,,$285,$355,$366,,$106,CA,Ventura,Santa Paula,,"$5,219","$5,219","$2,933",$224,$353,,$164,,$199,$925,$366,,$55,CA,Ventura,Santa Paula,,"$2,122","$2,122",$733,$224,$353,,$274,,$36,$44,$366,,$92,
CA,Yolo,Davis,1/11/05,,"$15,596","$12,013","$5,227","$2,198","$1,385",$376,"$3,261",,$745,,"$1,843",,$561,CA,Yolo,Davis,,"$10,366","$8,189","$3,192","$1,220",$957,$105,"$2,489",,$568,,"$1,407",,$428,CA,Yolo,Davis,,"$7,309","$7,309","$6,536",varies,varies,$72,$237,,$132,,$291,,$41,CA,Yolo,Davis,,"$2,790","$2,790","$1,677",varies,varies,$72,$237,,$405,,$358,,$41,CA,Yolo,Davis,,$498,$498,$155,varies,varies,$72,$62,,$105,,$93,,$11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Adams,Adams Co,1/13/05,,"$1,599","$1,599","$1,599",,,,,,,,,,,CO,Adams,Adams Co,,$983,$983,$983,,,,,,,,,,,CO,Adams,Adams Co,,"$4,264","$4,264","$4,264",,,,,,,,,,,CO,Adams,Adams Co,,"$2,357","$2,357","$2,357",,,,,,,,,,,CO,Adams,Adams Co,,"$1,552","$1,552","$1,552",,,,,,,,,,,
CO,Adams,Commerce City,1/13/05,,"$3,155","$2,700","$1,181",$455,,,$900,,,,,$619,,CO,Adams,Commerce City,,"$1,508","$1,053",$726,$455,,,$327,,,,,,,CO,Adams,Commerce City,,"$3,562","$3,562","$3,229",,,,$333,,,,,,,CO,Adams,Commerce City,,"$1,941","$1,941","$1,741",,,,$200,,,,,,,CO,Adams,Commerce City,,"$1,479","$1,479","$1,146",,,,$333,,,,,,,
CO,Boulder,Boulder,1/11/05,,"$21,904","$10,969","$1,846","$9,180","$1,755","$3,240","$2,134",$372,$199,$238,$316,"$2,180",$445,CO,Boulder,Boulder,,"$14,813","$6,063","$1,083","$7,345","$1,405","$1,620","$1,356",$236,$126,$151,$157,"$1,090",$244,CO,Boulder,Boulder,,"$5,980","$4,230","$1,575","$1,469",$281,"$1,620",,,$164,$164,$195,,$512,CO,Boulder,Boulder,,"$5,980","$4,230","$1,575","$1,469",$281,"$1,620",,,$164,$164,$195,,$512,CO,Boulder,Boulder,,"$5,980","$4,230","$1,575","$1,469",$281,"$1,620",,,$164,$164,$195,,$512,
CO,Eagle,Eagle Co,6/22/04,,"$3,433","$3,433","$1,600",,,,,,,,,"$1,833",,CO,Eagle,Eagle Co,,"$1,413","$1,413","$1,109",,,,,,,,,$304,,CO,Eagle,Eagle Co,,"$4,923","$4,923","$4,923",,,,,,,,,,,CO,Eagle,Eagle Co,,"$1,840","$1,840","$1,840",,,,,,,,,,,CO,Eagle,Eagle Co,,"$1,166","$1,166","$1,166",,,,,,,,,,,
CO,Eagle,Basalt,6/22/04,,"$14,465","$7,565",$500,"$3,400","$3,500",,"$5,178",,,,,"$1,887",,CO,Eagle,Basalt,,"$10,918","$5,958",$250,"$2,160","$2,800",,"$3,698",,,,,"$2,010",,CO,Eagle,Basalt,,"$4,157","$2,259",$250,$690,"$1,208",,"$1,509",,,,,,$500,CO,Eagle,Basalt,,"$4,502","$1,656",$250,"$1,035","$1,811",,$906,,,,,,$500,CO,Eagle,Basalt,,"$3,682","$2,259",$250,$518,$906,,"$1,509",,,,,,$500,
CO,Eagle,Eagle,6/22/04,,"$2,072","$2,072",$922,,,,,,"$1,150",,,,,CO,Eagle,Eagle,,"$1,736","$1,736",$586,,,,,,"$1,150",,,,,CO,Eagle,Eagle,,"$1,497","$1,497",$922,,,,,,$575,,,,,CO,Eagle,Eagle,,"$1,497","$1,497",$922,,,,,,$575,,,,,CO,Eagle,Eagle,,$750,$750,$175,,,,,,$575,,,,,
CO,El Paso,Colorado Springs,1/13/05,,"$7,667","$3,155",,"$3,774",$738,"$1,604",$834,,,,,$717,,CO,El Paso,Colorado Springs,,"$4,264","$1,634",,"$2,151",$479,$535,$591,,,,,$508,,CO,El Paso,Colorado Springs,,"$1,417",$982,,$176,$259,$982,,,,,,,,CO,El Paso,Colorado Springs,,"$1,024",$589,,$176,$259,$589,,,,,,,,CO,El Paso,Colorado Springs,,"$1,417",$982,,$176,$259,$982,,,,,,,,
CO,Jefferson,Jefferson Co,1/13/05,,"$1,511","$1,511","$1,511",,,,,,,,,,,CO,Jefferson,Jefferson Co,,"$1,257","$1,257","$1,257",,,,,,,,,,,CO,Jefferson,Jefferson Co,,"$3,280","$3,280","$3,280",,,,,,,,,,,CO,Jefferson,Jefferson Co,,"$2,210","$2,210","$2,210",,,,,,,,,,,CO,Jefferson,Jefferson Co,,$950,$950,$950,,,,,,,,,,,
CO,La Plata,Durango,1/13/05,,"$2,153","$2,153",$908,,,,$300,,,,,$945,,CO,La Plata,Durango,,"$1,162","$1,162",$567,,,,$300,,,,,$295,,CO,La Plata,Durango,,"$2,126","$2,126","$2,126",,,,,,,,,,,CO,La Plata,Durango,,"$1,836","$1,836","$1,836",,,,,,,,,,,CO,La Plata,Durango,,$764,$764,$764,,,,,,,,,,,
CO,Larimer,Larimer Co,1/13/05,,"$3,172","$3,172","$1,913",,,,"$1,259",,,,,,,CO,Larimer,Larimer Co,,"$2,145","$2,145","$1,326",,,,$819,,,,,,,CO,Larimer,Larimer Co,,"$5,870","$5,870","$5,870",,,,,,,,,,,CO,Larimer,Larimer Co,,"$2,408","$2,408","$2,408",,,,,,,,,,,CO,Larimer,Larimer Co,,"$1,392","$1,392","$1,392",,,,,,,,,,,
CO,Larimer,Loveland,4/16/04,,"$16,791","$10,981","$3,112","$3,970","$1,840",$445,"$3,650",$904,$527,$365,$700,$688,$590,CO,Larimer,Loveland,,"$13,098","$8,962","$2,030","$2,436","$1,700",$196,"$3,650",$904,$527,$365,$700,,$590,CO,Larimer,Loveland,,"$13,440","$9,553","$7,924","$3,886",,$589,,,$350,$230,$460,,,CO,Larimer,Loveland,,"$9,637","$5,751","$4,357","$3,886",,$354,,,$350,$230,$460,,,CO,Larimer,Loveland,,"$7,069","$3,183","$2,259","$3,886",,$554,,,$120,$90,$160,,,
CO,Larimer,Ft. Collins,1/30/05,,"$17,683","$8,014","$2,446","$8,639","$1,030",$669,"$3,149",$498,$178,$123,$225,$726,,CO,Larimer,Ft. Collins,,"$10,901","$5,552","$1,575","$4,519",$830,$223,"$2,285",$361,$129,$89,$164,$726,,CO,Larimer,Ft. Collins,,"$10,608","$8,245","$7,064","$1,967",$396,$655,,,$188,$129,$209,,,CO,Larimer,Ft. Collins,,"$5,819","$3,456","$2,537","$1,967",$396,$393,,,$188,$129,$209,,,CO,Larimer,Ft. Collins,,"$4,692","$2,329","$1,529","$1,967",$396,$655,,,$52,$35,$58,,,
CO,Mesa,Mesa Co,1/14/05,,"$1,500","$1,500","$1,500",,,,,,,,,,,CO,Mesa,Mesa Co,,"$1,039","$1,039","$1,039",,,,,,,,,,,CO,Mesa,Mesa Co,,"$2,311","$2,311","$2,311",,,,,,,,,,,CO,Mesa,Mesa Co,,"$1,571","$1,571","$1,571",,,,,,,,,,,CO,Mesa,Mesa Co,,"$1,091","$1,091","$1,091",,,,,,,,,,,
CO,Pitken,Pitken Co,1/17/05,,"$10,367","$10,367","$5,664",,,,"$3,634",,,,,"$1,069",,CO,Pitken,Pitken Co,,"$6,969","$6,969","$3,505",,,,"$3,150",,,,,$314,,CO,Pitken,Pitken Co,,"$11,683","$11,683","$11,683",,,,,,,,,,,CO,Pitken,Pitken Co,,"$3,921","$3,921","$3,921",,,,,,,,,,,CO,Pitken,Pitken Co,,"$2,059","$2,059","$2,059",,,,,,,,,,,
CO,Weld,Weld Co,1/17/05,,"$1,987","$1,987","$1,987",,,,,,,,,,,CO,Weld,Weld Co,,"$1,377","$1,377","$1,377",,,,,,,,,,,CO,Weld,Weld Co,,"$3,059","$3,059","$3,059",,,,,,,,,,,CO,Weld,Weld Co,,"$2,068","$2,068","$2,068",,,,,,,,,,,CO,Weld,Weld Co,,"$1,618","$1,618","$1,618",,,,,,,,,,,
CO,Weld,Windsor,1/17/05,,"$13,628","$5,028","$1,993","$6,000","$2,600",$730,"$2,305",,,,,,,CO,Weld,Windsor,,"$5,653","$4,644","$1,381",$669,$341,"$1,033","$2,230",,,,,,,CO,Weld,Windsor,,"$8,074","$6,882","$4,984",$832,$360,"$1,898",,,,,,,,CO,Weld,Windsor,,"$4,840","$3,648","$2,509",$832,$360,"$1,139",,,,,,,,CO,Weld,Windsor,,"$4,538","$3,346","$1,448",$832,$360,"$1,898",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
