State,County,Jurisdiction,Updated,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other
FL,Volusia,Deland,10/1/08,,"$15,092","$10,029","$2,174","$3,021","$2,042",,"$1,410",,$82,$112,$185,"$6,066",,FL,Volusia,Deland,,"$9,677","$8,632","$1,506",$705,$340,,$820,,$79,$49,$112,"$6,066",,FL,Volusia,Deland,,"$4,463","$3,653","$3,080",$483,$327,,,,$22,$30,$521,,,FL,Volusia,Deland,,"$3,515","$2,705","$2,310",$483,$327,,,,$22,$30,$343,,,FL,Volusia,Deland,,"$2,299","$1,489","$1,220",$483,$327,,,,$51,$15,$203,,
FL,Volusia,Deltona,9/27/08,,"$11,922","$8,996","$1,044","$1,146","$1,780",,"$1,556",,$214,$116,,"$6,066",,FL,Volusia,Deltona,,"$10,199","$7,858",$774,$917,"$1,424",,$839,,$116,$63,,"$6,066",,FL,Volusia,Deltona,,"$3,645","$2,533","$2,147",$435,$676,,,,$250,$136,,,,FL,Volusia,Deltona,,"$2,684","$1,572","$1,268",$435,$676,,,,$197,$107,,,,FL,Volusia,Deltona,,"$1,980",$868,$721,$435,$676,,,,$95,$52,,,
FL,Volusia,Ormond Beach,9/27/08,,"$13,509","$9,559","$2,310","$2,000","$1,950",$100,"$1,083",,,,,"$6,066",,FL,Volusia,Ormond Beach,,"$9,169","$8,605","$1,642",$267,$297,$32,$865,,,,,"$6,066",,FL,Volusia,Ormond Beach,,"$4,499","$3,867","$3,750",$320,$312,$117,,,,,,,,FL,Volusia,Ormond Beach,,"$3,228","$2,596","$2,502",$320,$312,$94,,,,,,,,FL,Volusia,Ormond Beach,,"$2,037","$1,405","$1,304",$320,$312,$101,,,,,,,
FL,Volusia,Port Orange,9/27/08,,"$16,637","$10,937","$3,076","$4,225","$1,475",,"$1,525",,$270,,,"$6,066",,FL,Volusia,Port Orange,,"$15,557","$9,857","$2,171","$4,225","$1,475",,"$1,350",,$270,,,"$6,066",,FL,Volusia,Port Orange,,"$4,414","$3,502","$3,302",$676,$236,,,,$200,,,,,FL,Volusia,Port Orange,,"$4,530","$3,618","$3,418",$676,$236,,,,$200,,,,,FL,Volusia,Port Orange,,"$2,989","$2,077","$1,877",$676,$236,,,,$200,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,Cherokee,Canton,9/15/09,,"$3,346","$3,346","$1,813",,,,"$1,054",,$385,$94,,,,GA,Cherokee,Canton,,"$1,673","$1,673",$906,,,,$527,,$193,$47,,,,GA,Cherokee,Canton,,"$2,644","$2,644","$2,256",,,,$173,,$173,$43,,,,GA,Cherokee,Canton,,"$1,377","$1,377",$989,,,,$173,,$173,$43,,,,GA,Cherokee,Canton,,$522,$522,$134,,,,$173,,$173,$43,,,
GA,Cherokee,Cherokee Co,9/15/09,,$195,$195,$59,,,,$28,$28,$54,$26,,,,GA,Cherokee,Cherokee Co,,$178,$178,$41,,,,$28,$28,$54,$26,,,,GA,Cherokee,Cherokee Co,,$134,$134,$85,,,,,,$33,$17,,,,GA,Cherokee,Cherokee Co,,$161,$161,$63,,,,,,$65,$33,,,,GA,Cherokee,Cherokee Co,,$108,$108,$40,,,,,,$45,$23,,,
GA,Effingham,Effingham Co,9/15/09,,"$6,100","$1,500",$988,"$2,000","$2,600",,$320,,,$192,,,,GA,Effingham,Effingham Co,,"$4,057","$1,019",$681,"$1,322","$1,716",,$211,,,$127,,,,GA,Effingham,Effingham Co,,"$1,801","$1,300","$1,240",$213,$288,,,,,$60,,,,GA,Effingham,Effingham Co,,"$1,361",$860,$830,$213,$288,,,,,$30,,,,GA,Effingham,Effingham Co,,$881,$380,$370,$213,$288,,,,,$10,,,
GA,Forsyth,Forsyth Co,9/15/09,,"$1,030","$1,030",,,,,$686,$116,$228,,,,,GA,Forsyth,Forsyth Co,,$515,$515,,,,,$343,$58,$114,,,,,GA,Forsyth,Forsyth Co,,$216,$216,,,,,,,$216,,,,,GA,Forsyth,Forsyth Co,,$86,$86,,,,,,,$86,,,,,GA,Forsyth,Forsyth Co,,$52,$52,,,,,,,$52,,,,
GA,Fulton,Alpharetta,9/15/09,,"$1,940","$1,940","$1,131",,,,$545,,$264,,,,,GA,Fulton,Alpharetta,,"$1,722","$1,722","$1,123",,,,$396,,$203,,,,,GA,Fulton,Alpharetta,,"$4,424","$4,424","$4,166",,,,$14,,$244,,,,,GA,Fulton,Alpharetta,,"$1,423","$1,423","$1,211",,,,$14,,$198,,,,,GA,Fulton,Alpharetta,,$799,$799,$513,,,,$14,,$272,,,,
GA,Fulton,Atlanta,9/15/09,,"$1,544","$1,544",$987,,,,$410,,$114,$33,,,,GA,Fulton,Atlanta,,$857,$857,$470,,,,$285,,$79,$23,,,,GA,Fulton,Atlanta,,"$1,983","$1,983","$1,189",,,,$584,,$163,$47,,,,GA,Fulton,Atlanta,,"$1,935","$1,935","$1,608",,,,$241,,$67,$19,,,,GA,Fulton,Atlanta,,"$1,255","$1,255","$1,025",,,,$169,,$47,$14,,,
GA,Fulton,Roswell,9/15/09,,"$1,998","$1,998",$162,,,,"$1,303",,$533,,,,,GA,Fulton,Roswell,,"$1,775","$1,775",$110,,,,"$1,303",,$362,,,,,GA,Fulton,Roswell,,$736,$736,$426,,,,,,$310,,,,,GA,Fulton,Roswell,,$897,$897,$280,,,,,,$617,,,,,GA,Fulton,Roswell,,$606,$606,$177,,,,,,$429,,,,
GA,Hall,Hall Co,9/15/09,,"$1,242","$1,242",,,,,,,,,,,"$1,242",GA,Hall,Hall Co,,"$1,242","$1,242",,,,,,,,,,,"$1,242",GA,Hall,Hall Co,,$86,$86,,,,,,,,,,,$86,GA,Hall,Hall Co,,$172,$172,,,,,,,,,,,$172,GA,Hall,Hall Co,,$119,$119,,,,,,,,,,,$119
GA,Henry,Henry Co,9/15/09,,"$1,662","$1,662",,,,,,,,,,,"$1,662",GA,Henry,Henry Co,,"$1,662","$1,662",,,,,,,,,,,"$1,662",GA,Henry,Henry Co,,$361,$361,,,,,,,,,,,$361,GA,Henry,Henry Co,,"$1,225","$1,225",,,,,,,,,,,"$1,225",GA,Henry,Henry Co,,$499,$499,,,,,,,,,,,$499
GA,Henry,McDonough,9/15/09,,"$1,105","$1,105",,,,,,,,,,,"$1,105",GA,Henry,McDonough,,"$1,105","$1,105",,,,,,,,,,,"$1,105",GA,Henry,McDonough,,$344,$344,,,,,,,,,,,$344,GA,Henry,McDonough,,$684,$684,,,,,,,,,,,$684,GA,Henry,McDonough,,$476,$476,,,,,,,,,,,$476
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,Honolulu,Honolulu,9/15/09,,"$1,836","$1,836","$1,836",,,,,,,,,,,HI,Honolulu,Honolulu,,"$1,245","$1,245","$1,245",,,,,,,,,,,HI,Honolulu,Honolulu,,"$4,053","$4,053","$4,053",,,,,,,,,,,HI,Honolulu,Honolulu,,"$3,403","$3,403","$3,403",,,,,,,,,,,HI,Honolulu,Honolulu,,"$2,019","$2,019","$2,019",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Ada,Boise,9/27/08,,"$4,801","$4,801","$2,780",,,,"$1,355",,$515,$151,,,,ID,Ada,Boise,,"$3,178","$3,178","$1,707",,,,$805,,$515,$151,,,,ID,Ada,Boise,,"$7,083","$7,083","$6,813",,,,,,$210,$60,,,,ID,Ada,Boise,,"$4,372","$4,372","$4,102",,,,,,$210,$60,,,,ID,Ada,Boise,,"$2,968","$2,968","$2,698",,,,,,$210,$60,,,
ID,Kootenai,Post Falls,10/1/08,,"$10,585","$3,200",$828,"$2,010","$5,375",,"$2,013",,,$331,,,$28,ID,Kootenai,Post Falls,,"$7,033","$2,485",$581,$315,"$4,233",,"$1,611",,,$265,,,$28,ID,Kootenai,Post Falls,,"$4,515","$3,454","$3,130",$201,$860,,,,,$310,,,$14,ID,Kootenai,Post Falls,,"$2,095","$1,034",$930,$201,$860,,,,,$90,,,$14,ID,Kootenai,Post Falls,,"$1,365",$304,$270,$201,$860,,,,,$20,,,$14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,DeKalb,DeKalb (city),9/27/08,,"$2,419","$2,419",,,,,"$1,232",,,,,"$1,187",,IL,DeKalb,DeKalb (city),,$885,$885,,,,,$684,,,,,$201,,IL,DeKalb,DeKalb (city),,,,,,,,,,,,,,,IL,DeKalb,DeKalb (city),,,,,,,,,,,,,,,IL,DeKalb,DeKalb (city),,,,,,,,,,,,,,
IL,DeKalb,Sandwich,7/10/07,,"$12,695","$5,395",,"$3,400","$3,900",,,$100,$500,$400,"$1,050","$3,270",$75,IL,DeKalb,Sandwich,,"$10,713","$3,413",,"$3,400","$3,900",,,$100,$500,$400,"$1,050","$1,288",$75,IL,DeKalb,Sandwich,,,,,$64,$114,,,,,,,,,IL,DeKalb,Sandwich,,$178,,,$64,$114,,,,,,,,,IL,DeKalb,Sandwich,,,,,$64,$114,,,,,,,,
IL,DuPage,DuPage County,9/28/08,,$624,$624,$624,,,,,,,,,,,IL,DuPage,DuPage County,,$564,$564,$564,,,,,,,,,,,IL,DuPage,DuPage County,,$916,$916,$916,,,,,,,,,,,IL,DuPage,DuPage County,,"$2,114","$2,114","$2,114",,,,,,,,,,,IL,DuPage,DuPage County,,"$1,049","$1,049","$1,049",,,,,,,,,,
IL,Kane,Kane County,9/27/08,,"$1,948","$1,948","$1,948",,,,,,,,,,,IL,Kane,Kane County,,"$1,196","$1,196","$1,196",,,,,,,,,,,IL,Kane,Kane County,,"$4,495","$4,495","$4,495",,,,,,,,,,,IL,Kane,Kane County,,"$2,873","$2,873","$2,873",,,,,,,,,,,IL,Kane,Kane County,,"$1,774","$1,774","$1,774",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Hamilton,Fishers,9/27/08,,"$5,150","$2,750","$1,680",,"$2,400",,"$1,070",,,,,,,IN,Hamilton,Fishers,,"$3,857","$2,177","$1,160",,"$1,680",,"$1,017",,,,,,,IN,Hamilton,Fishers,,"$6,826","$5,258","$5,258",,"$1,568",,,,,,,,,IN,Hamilton,Fishers,,"$2,527","$1,927","$1,927",,$600,,,,,,,,,IN,Hamilton,Fishers,,"$1,350","$1,220","$1,220",,$130,,,,,,,,
IN,Hamilton,Noblesville,9/27/08,,"$3,050","$3,050","$1,914",,,,"$1,136",,,,,,,IN,Hamilton,Noblesville,,"$2,310","$2,310","$1,344",,,,$966,,,,,,,IN,Hamilton,Noblesville,,"$8,588","$8,588","$8,588",,,,,,,,,,,IN,Hamilton,Noblesville,,"$2,202","$2,202","$2,202",,,,,,,,,,,IN,Hamilton,Noblesville,,"$1,394","$1,394","$1,394",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Johnson,Lenexa,9/19/08,,"$3,908","$3,908","$2,488",,,$926,$419,,,,,,$75,KS,Johnson,Lenexa,,"$1,499","$1,499","$1,005",,,,$419,,,,,,$75,KS,Johnson,Lenexa,,"$4,212","$4,212","$2,813",,,"$1,122",$111,,,,,,$165,KS,Johnson,Lenexa,,"$2,695","$2,695","$1,297",,,"$1,122",$111,,,,,,$165,KS,Johnson,Lenexa,,"$2,825","$2,825","$1,591",,,"$1,122",$111,,,,,,
KS,Johnson,Olathe,9/19/08,,"$8,047","$2,902","$2,382","$2,400","$2,745",,$520,,,,,,,KS,Johnson,Olathe,,"$4,769","$1,344",$824,"$1,600","$1,825",,$520,,,,,,,KS,Johnson,Olathe,,"$2,693","$1,947","$1,817",$347,$399,,$130,,,,,,,KS,Johnson,Olathe,,"$1,966","$1,220","$1,090",$347,$399,,$130,,,,,,,KS,Johnson,Olathe,,"$2,633","$1,887","$1,817",$347,$399,,$70,,,,,,
KS,Johnson,Overland Park,9/19/08,,"$2,341","$2,341","$2,341",,,,,,,,,,,KS,Johnson,Overland Park,,$780,$780,$780,,,,,,,,,,,KS,Johnson,Overland Park,,"$1,433","$1,433","$1,433",,,,,,,,,,,KS,Johnson,Overland Park,,$860,$860,$860,,,,,,,,,,,KS,Johnson,Overland Park,,"$1,433","$1,433","$1,433",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA,E Baton Rouge,Baton Rouge,2/7/09,,"$2,841",$691,$691,,"$2,150",,,,,,,,,LA,E Baton Rouge,Baton Rouge,,"$1,670",$485,$485,,"$1,185",,,,,,,,,LA,E Baton Rouge,Baton Rouge,,"$1,652","$1,044","$1,044",,$608,,,,,,,,,LA,E Baton Rouge,Baton Rouge,,"$1,403",$795,$795,,$608,,,,,,,,,LA,E Baton Rouge,Baton Rouge,,$883,$275,$275,,$608,,,,,,,,
LA,St Tammany,St Tammany Parish,9/19/08,,"$3,077","$3,077","$1,468",,,"$1,609",,,,,,,,LA,St Tammany,St Tammany Parish,,"$1,487","$1,487",$902,,,$585,,,,,,,,LA,St Tammany,St Tammany Parish,,"$3,003","$3,003","$1,833",,,"$1,170",,,,,,,,LA,St Tammany,St Tammany Parish,,"$3,343","$3,343","$2,173",,,"$1,170",,,,,,,,LA,St Tammany,St Tammany Parish,,"$2,132","$2,132","$1,254",,,$878,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,Anne Arundel,Anne Arundel Co,9/19/08,,"$5,096","$5,096","$1,007",,,,,,,$130,,"$3,959",,MD,Anne Arundel,Anne Arundel Co,,"$2,590","$2,590",$720,,,,,,,$75,,"$1,795",,MD,Anne Arundel,Anne Arundel Co,,"$3,140","$3,140","$2,669",,,,,,,$471,,,,MD,Anne Arundel,Anne Arundel Co,,"$1,386","$1,386","$1,290",,,,,,,$96,,,,MD,Anne Arundel,Anne Arundel Co,,$489,$489,$468,,,,,,,$21,,,
MD,Calvert,Calvert Co,9/19/08,,"$12,950","$12,950","$3,500",,,,"$1,300",,,,,"$7,800",$350,MD,Calvert,Calvert Co,,"$7,750","$7,750","$3,500",,,,"$1,300",,,,,"$2,600",$350,MD,Calvert,Calvert Co,,$110,$110,,,,,,,,,,,$110,MD,Calvert,Calvert Co,,$110,$110,,,,,,,,,,,$110,MD,Calvert,Calvert Co,,$110,$110,,,,,,,,,,,$110
MD,Carroll,Carroll Co,9/28/08,,"$6,836","$6,836",,,,,$533,,,,,"$6,303",,MD,Carroll,Carroll Co,,"$2,787","$2,787",,,,,$530,,,,,"$2,257",,MD,Carroll,Carroll Co,,,,,,,,,,,,,,,MD,Carroll,Carroll Co,,,,,,,,,,,,,,,MD,Carroll,Carroll Co,,,,,,,,,,,,,,
MD,Charles,Charles Co,9/19/08,,"$19,955","$11,598",,"$3,448","$4,909",,,,,,,"$11,598",,MD,Charles,Charles Co,,"$9,991","$8,370",,$801,$820,,,,,,,"$8,370",,MD,Charles,Charles Co,,"$1,337",,,$550,$787,,,,,,,,,MD,Charles,Charles Co,,"$1,337",,,$550,$787,,,,,,,,,MD,Charles,Charles Co,,"$1,337",,,$550,$787,,,,,,,,
MD,Frederick,Frederick Co,9/19/08,,"$24,733","$13,953",$220,"$4,500","$6,280",,,$770,,,,"$12,963",,MD,Frederick,Frederick Co,,"$7,494","$2,643",$30,"$2,025","$2,826",,,$484,,,,"$2,129",,MD,Frederick,Frederick Co,,"$3,078",$750,$750,$972,"$1,356",,,,,,,,,MD,Frederick,Frederick Co,,"$1,785",$750,$750,$432,$603,,,,,,,,,MD,Frederick,Frederick Co,,"$1,785",$750,$750,$432,$603,,,,,,,,
MD,Harford,Harford Co,9/19/08,,"$8,269","$8,269",,,,,,,,,,"$8,269",,MD,Harford,Harford Co,,"$1,637","$1,637",,,,,,,,,,"$1,637",,MD,Harford,Harford Co,,,,,,,,,,,,,,,MD,Harford,Harford Co,,,,,,,,,,,,,,,MD,Harford,Harford Co,,,,,,,,,,,,,,
MD,Howard,Howard Co,9/19/08,,"$2,960","$1,760","$1,760",$600,$600,,,,,,,,,MD,Howard,Howard Co,,"$2,080",$880,$880,$600,$600,,,,,,,,,MD,Howard,Howard Co,,"$2,080",$880,$880,$600,$600,,,,,,,,,MD,Howard,Howard Co,,"$2,080",$880,$880,$600,$600,,,,,,,,,MD,Howard,Howard Co,,"$1,640",$440,$440,$600,$600,,,,,,,,
MD,Montgomery,Montgomery Co,9/19/08,,"$18,429","$15,375","$6,264","$1,344","$1,710",,,,,,,9111,,MD,Montgomery,Montgomery Co,,"$10,577","$8,541","$3,986",$896,"$1,140",,,,,,,"$4,555",,MD,Montgomery,Montgomery Co,,"$5,912","$5,100","$5,100",$352,$460,,,,,,,,,MD,Montgomery,Montgomery Co,,"$6,512","$5,700","$5,700",$352,$460,,,,,,,,,MD,Montgomery,Montgomery Co,,"$3,662","$2,850","$2,850",$352,$460,,,,,,,,
MD,Queen Anne's,Queen Anne's Co,9/19/08,,"$7,639","$7,639",,,,,"$1,033",,"$1,166",,,"$5,440",,MD,Queen Anne's,Queen Anne's Co,,"$4,757","$4,757",,,,,$851,,$952,,,"$2,954",,MD,Queen Anne's,Queen Anne's Co,,"$1,090","$1,090",,,,,,,"$1,090",,,,,MD,Queen Anne's,Queen Anne's Co,,"$1,550","$1,550",,,,,,,"$1,550",,,,,MD,Queen Anne's,Queen Anne's Co,,"$1,000","$1,000",,,,,,,"$1,000",,,,
MD,St. Mary's,St. Mary's Co,9/19/08,,"$4,500","$4,500",$450,,,,$675,,,,,"$3,375",,MD,St. Mary's,St. Mary's Co,,"$4,500","$4,500",$450,,,,$675,,,,,"$3,375",,MD,St. Mary's,St. Mary's Co,,,,,,,,,,,,,,,MD,St. Mary's,St. Mary's Co,,,,,,,,,,,,,,,MD,St. Mary's,St. Mary's Co,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Clay/Jackson,Kansas City,9/24/09,,$916,$916,$711,,,,$205,,,,,,,MO,Clay/Jackson,Kansas City,,$546,$546,$435,,,,$111,,,,,,,MO,Clay/Jackson,Kansas City,,"$1,458","$1,458","$1,458",,,,,,,,,,,MO,Clay/Jackson,Kansas City,,"$1,049","$1,049","$1,049",,,,,,,,,,,MO,Clay/Jackson,Kansas City,,$647,$647,$647,,,,,,,,,,
MO,Jackson,Lee's Summit,9/19/08,,"$1,011","$1,011","$1,011",,,,,,,,,,,MO,Jackson,Lee's Summit,,$621,$621,$621,,,,,,,,,,,MO,Jackson,Lee's Summit,,"$2,254","$2,254","$2,254",,,,,,,,,,,MO,Jackson,Lee's Summit,,$895,$895,$895,,,,,,,,,,,MO,Jackson,Lee's Summit,,$689,$689,$689,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,Gallatin,Bozeman,9/19/08,,"$7,160","$2,094","$1,904","$2,234","$2,832",,,,$190,,,,,MT,Gallatin,Bozeman,,"$2,370","$1,377","$1,290",$521,$472,,,,$87,,,,,MT,Gallatin,Bozeman,,"$6,706","$5,895","$5,338",$357,$453,,,,$557,,,,,MT,Gallatin,Bozeman,,"$4,480","$3,669","$3,309",$357,$453,,,,$360,,,,,MT,Gallatin,Bozeman,,"$2,658","$1,847","$1,308",$357,$453,,,,$539,,,,
NC,Chatham,Chatham Co.,9/19/08,,"$6,948","$3,448",,"$3,500",,,$548,,,,,"$2,900",,NC,Chatham,Chatham Co.,,"$1,417",$950,,$467,,,,,,,,$950,,NC,Chatham,Chatham Co.,,$300,,,$300,,,,,,,,,,NC,Chatham,Chatham Co.,,$300,,,$300,,,,,,,,,,NC,Chatham,Chatham Co.,,$300,,,$300,,,,,,,,,
NC,Durham,Durham,9/19/08,,"$5,314","$3,180",$678,"$1,219",$915,,$502,,,,,"$2,000",,NC,Durham,Durham,,"$2,422","$2,028",$416,$242,$152,,$457,,,,,"$1,155",,NC,Durham,Durham,,"$2,753","$2,415","$2,415",$178,$160,,,,,,,,,NC,Durham,Durham,,"$1,552","$1,214","$1,214",$178,$160,,,,,,,,,NC,Durham,Durham,,$835,$497,$497,$178,$160,,,,,,,,
NC,Orange,Orange Co.,9/19/08,,"$8,076","$3,450",,"$1,625","$3,001",,$450,,,,,"$3,000",,NC,Orange,Orange Co.,,"$5,648","$1,870",,"$1,133","$2,645",,$450,,,,,"$1,420",,NC,Orange,Orange Co.,,"$1,332",,,$492,$840,,,,,,,,,NC,Orange,Orange Co.,,"$1,332",,,$492,$840,,,,,,,,,NC,Orange,Orange Co.,,"$1,332",,,$492,$840,,,,,,,,
NC,Wake,Cary,9/19/08,,"$5,681","$1,243","$1,243","$1,471","$2,967",,,,,,,,,NC,Wake,Cary,,"$4,241",$762,$762,"$1,164","$2,315",,,,,,,,,NC,Wake,Cary,,"$6,602","$1,341","$1,341","$1,805","$3,456",,,,,,,,,NC,Wake,Cary,,"$7,094","$1,833","$1,833","$1,805","$3,456",,,,,,,,,NC,Wake,Cary,,"$6,392","$1,131","$1,131","$1,805","$3,456",,,,,,,,
NC,Wake,Raleigh,9/19/08,,"$7,156","$2,269","$1,249","$2,433","$2,454",,"$1,020",,,,,,,NC,Wake,Raleigh,,"$3,114","$1,668",$925,$784,$662,,$743,,,,,,,NC,Wake,Raleigh,,"$2,828","$1,696","$1,696",$566,$566,,,,,,,,,NC,Wake,Raleigh,,"$1,728",$596,$596,$566,$566,,,,,,,,,NC,Wake,Raleigh,,"$1,378",$246,$246,$566,$566,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,Lancaster,Lincoln,9/19/08,,"$4,685","$2,800","$2,466","$1,261",$624,,$334,,,,,,,NE,Lancaster,Lincoln,,"$1,966","$1,701","$1,501",$196,$69,,$200,,,,,,,NE,Lancaster,Lincoln,,"$3,461","$3,260","$3,260",$134,$67,,,,,,,,,NE,Lancaster,Lincoln,,"$3,821","$3,620","$3,620",$134,$67,,,,,,,,,NE,Lancaster,Lincoln,,"$2,421","$2,220","$2,220",$134,$67,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,Hillsborough,Manchester,9/19/08,,"$2,923","$2,923",,,,,,,$190,,,"$2,733",,NH,Hillsborough,Manchester,,"$1,315","$1,315",,,,,,,$146,,,"$1,169",,NH,Hillsborough,Manchester,,,,,,,,,,,,,,,NH,Hillsborough,Manchester,,,,,,,,,,,,,,,NH,Hillsborough,Manchester,,,,,,,,,,,,,,
NH,Merrimack,Concord,9/19/08,,"$4,527","$4,527","$1,767",,,,$880,,,,,"$1,880",,NH,Merrimack,Concord,,"$2,614","$2,614","$1,214",,,,$559,,,,,$841,,NH,Merrimack,Concord,,"$3,060","$3,060","$3,060",,,,,,,,,,,NH,Merrimack,Concord,,"$1,430","$1,430","$1,430",,,,,,,,,,,NH,Merrimack,Concord,,$910,$910,$910,,,,,,,,,,
NH,Rockingham,Salem,9/19/08,,"$5,232","$5,232",,,,,,,,,,,,NH,Rockingham,Salem,,"$2,923","$2,923",,,,,,,,,,,,NH,Rockingham,Salem,,$570,$570,,,,,,,,$570,,,,NH,Rockingham,Salem,,$560,$560,,,,,,,,$560,,,,NH,Rockingham,Salem,,$300,$300,,,,,,,,$300,,,
NH,Rockingham,Fremont,9/19/08,,"$3,761","$3,761",,,,,,,,,,"$3,761",,NH,Rockingham,Fremont,,"$2,438","$2,438",,,,,,,,,,"$2,438",,NH,Rockingham,Fremont,,,,,,,,,,,,,,,NH,Rockingham,Fremont,,,,,,,,,,,,,,,NH,Rockingham,Fremont,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Bernalillo,Albuquerque,9/23/08,,"$12,852","$8,496","$4,372","$2,489","$1,867","$1,290","$2,420",,,$414,,,,NM,Bernalillo,Albuquerque,,"$4,520","$3,926","$1,864",$387,$207,$645,"$1,210",,,$207,,,,NM,Bernalillo,Albuquerque,,"$6,181","$5,716","$4,730",$266,$199,$645,,,,$341,,,,NM,Bernalillo,Albuquerque,,"$5,750","$5,285","$4,823",$266,$199,$387,,,,$75,,,,NM,Bernalillo,Albuquerque,,"$4,934","$4,469","$3,741",$266,$199,$645,,,,$83,,,
NM,Bernalillo,Bernalillo Co,9/23/08,,"$10,404","$10,404","$3,273",,,"$3,335","$2,620",,$883,,,,$293,NM,Bernalillo,Bernalillo Co,,"$5,951","$5,951","$2,298",,,"$1,043","$1,790",,$620,,,,$200,NM,Bernalillo,Bernalillo Co,,"$5,577","$5,577","$2,822",,,"$1,915",,,$840,,,,,NM,Bernalillo,Bernalillo Co,,"$5,584","$5,584","$3,765",,,"$1,149",,,$670,,,,,NM,Bernalillo,Bernalillo Co,,"$5,029","$5,029","$2,384",,,"$1,915",,,$730,,,,
NM,Dona Ana,Las Cruces,3/4/09,,"$4,203",$800,,"$2,238","$1,165",,$800,,,,,,,NM,Dona Ana,Las Cruces,,"$1,265",$800,,$356,$109,,$800,,,,,,,NM,Dona Ana,Las Cruces,,$381,,,$267,$114,,,,,,,,,NM,Dona Ana,Las Cruces,,$381,,,$267,$114,,,,,,,,,NM,Dona Ana,Las Cruces,,$381,,,$267,$114,,,,,,,,
NM,Lincoln,Ruidoso,9/23/08,,"$4,970",,,"$3,062","$1,908",,,,,,,,,NM,Lincoln,Ruidoso,,"$1,032",,,$714,$318,,,,,,,,,NM,Lincoln,Ruidoso,,$795,,,$490,$305,,,,,,,,,NM,Lincoln,Ruidoso,,$795,,,$490,$305,,,,,,,,,NM,Lincoln,Ruidoso,,$795,,,$490,$305,,,,,,,,
